state,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,month,climate_stress,agri_stress,econ_stress,total_risk
Delhi,33.311978813460804,33.39048464879936,2.415,-45.85,0,5.0,78133.0,87.1,3.1500000000000004,98.15,12468.0,124900.81633998621,6.115,6.62,9.7,60732979.5,2024-03,51.07323232323232,6.628787878787879,79.98737373737373,42.74621212121212
Delhi,39.10455431552431,0.0,7.24,-100.0,0,10.0,12876.0,97.0,26.1,98.8,12601.0,100874.98965800222,6.23,7.1,10.4,61176769.0,2024-04,99.93686868686868,82.38636363636364,88.4469696969697,90.92171717171716
Delhi,41.699930401218865,42.0073500538243,10.44,18.8,0,0.0,45380.0,90.9,8.3,112.8,11928.0,181578.44055293204,6.39,6.33,11.8,61474550.0,2024-05,26.957070707070706,3.4722222222222223,87.31060606060606,33.82575757575758
Delhi,35.25274692097939,104.28196698162314,2.19,212.7,0,0.0,49751.0,86.5,1.6,84.9,12468.0,159259.9069546896,6.2,5.54,11.8,61773781.0,2024-06,30.997474747474747,0.8207070707070708,75.18939393939394,31.483585858585858
Delhi,33.96689822908866,104.49540728396427,2.05,231.7,0,0.0,39966.0,87.1,6.0,132.3,12727.0,123960.0728450767,6.35,5.17,8.0,62074468.0,2024-07,39.58333333333333,1.9570707070707072,20.13888888888889,21.5530303030303
Delhi,33.03839575096147,34.42119066975273,0.95,-2.2,0,0.0,35669.0,90.9,7.9,75.4,12799.0,202215.69539274045,6.15,5.07,9.4,62376618.0,2024-08,4.608585858585858,3.0934343434343434,25.315656565656564,9.255050505050505
Delhi,28.426366095599995,0.0,-4.19,-100.0,0,10.0,42759.0,91.9,24.1,97.0,12563.0,199381.23858025312,6.16,5.31,11.1,62680240.0,2024-09,86.17424242424242,82.13383838383838,45.391414141414145,74.56439393939394
Delhi,27.83476600268926,0.0,-5.22,-100.0,0,10.0,28962.0,79.5,25.0,71.2,13297.0,150957.3683418298,6.1,5.22,6.9,62985339.0,2024-10,83.33333333333334,83.77525252525253,12.058080808080808,65.66919191919192
Delhi,28.112974812715553,21.475168054997248,-4.57,-37.4,0,10.0,24918.0,74.2,22.0,87.2,11838.0,198504.03472863513,6.2,5.84,8.6,63291923.0,2024-11,59.02777777777778,83.01767676767676,33.01767676767677,60.92171717171717
Delhi,20.387096774193548,2223.4,1.2438709677419355,-68.85161290322581,0,8.03225806451613,63950.0,50.75483870967742,7.732258064516128,109.62903225806451,5034.322580645161,157625.61290322582,5.893548387096774,5.639354838709677,10.203225806451613,61066.967741935485,2025-01,82.7020202020202,76.38888888888889,36.61616161616162,68.97095959595958
Delhi,21.739285714285717,2076.9,0.6664285714285715,-67.79285714285714,0,7.678571428571429,61246.0,51.103571428571435,7.8500000000000005,113.53571428571429,5114.678571428572,157322.35714285713,5.794642857142857,5.752142857142857,10.603571428571428,60853.07142857143,2025-02,70.07575757575758,69.6969696969697,45.07575757575758,63.69318181818181
Delhi,24.200000000000003,2283.1,0.5525806451612902,-68.02258064516128,0,7.419354838709677,191947.0,49.722580645161294,7.803225806451613,111.56129032258065,4970.129032258064,157584.4193548387,5.934838709677419,5.838064516129032,10.525806451612903,56524.87096774193,2025-03,61.111111111111114,67.8030303030303,56.94444444444444,62.411616161616166
Delhi,26.623333333333335,2068.8,1.0433333333333334,-70.05666666666666,0,8.033333333333333,180313.0,48.07,8.346666666666668,114.9,4890.7,157823.23333333334,5.898,5.881666666666666,9.966666666666667,60596.36666666667,2025-04,81.81818181818183,81.31313131313132,44.44444444444444,72.2979797979798
Delhi,28.574193548387097,2158.2,1.045483870967742,-69.7741935483871,0,7.387096774193548,181652.0,50.58709677419355,7.861290322580645,114.0,5018.290322580645,157499.09677419355,5.888387096774193,5.7941935483870965,10.293548387096775,59131.83870967742,2025-05,66.41414141414141,64.8989898989899,45.707070707070706,60.707070707070706
Delhi,29.476666666666667,24409.0,0.4083333333333333,253.23666666666668,0,0.0,65002.0,48.080000000000005,4.319999999999999,110.39666666666668,5019.633333333333,157894.06666666668,5.895333333333334,5.8853333333333335,10.120000000000001,61926.46666666667,2025-06,33.964646464646464,40.025252525252526,47.72727272727273,39.52651515151515
Delhi,28.251612903225805,24804.6,1.4464516129032259,247.36774193548385,0,0.0,65877.0,48.54838709677419,4.012903225806451,110.69032258064516,4990.032258064516,157122.70967741936,5.865161290322581,5.876451612903225,10.738709677419354,58464.22580645161,2025-07,42.17171717171717,34.5959595959596,62.121212121212125,44.50757575757576
Delhi,27.322580645161292,22685.1,0.7525806451612903,217.70322580645163,0,0.0,63843.0,49.68387096774194,3.764516129032258,111.05483870967741,5020.5161290322585,158033.64516129033,5.920322580645161,5.975806451612903,10.241935483870968,59130.645161290326,2025-08,27.77777777777778,18.560606060606062,59.46969696969697,32.474747474747474
Delhi,24.623333333333335,25060.5,0.9823333333333333,262.6666666666667,0,0.0,63884.0,48.42666666666666,4.14,110.14,4845.266666666666,156445.06666666668,5.911333333333333,5.620666666666667,10.463333333333333,60179.46666666667,2025-09,45.45454545454545,37.24747474747475,39.8989898989899,41.19318181818182
Delhi,22.719354838709677,8602.7,1.3541935483870966,20.48709677419355,0,0.0,234328.0,50.599999999999994,3.72258064516129,110.3225806451613,5033.0,157127.16129032258,6.0438709677419356,5.651290322580645,10.845161290322581,59987.22580645161,2025-10,14.015151515151514,12.373737373737374,57.57575757575758,24.33080808080808
Delhi,20.35666666666667,8318.0,0.7056666666666668,20.366666666666667,0,0.0,226264.0,49.21666666666667,4.023333333333333,111.36,5123.5,157366.63333333333,5.962666666666666,5.7909999999999995,10.34,61301.9,2025-11,7.449494949494949,31.060606060606062,49.11616161616162,26.130050505050505
Delhi,19.4,2090.2,0.9483870967741935,-70.7258064516129,0,7.451612903225806,230970.0,48.05806451612903,7.709677419354839,108.86774193548388,4976.129032258064,157070.48387096773,5.933225806451613,5.856129032258064,10.616129032258065,59237.6129032258,2025-12,67.92929292929293,73.23232323232324,61.111111111111114,68.08080808080808
Goa,26.8,743.7,-1.22,78.5,0,0.0,24754.0,54.900000000000006,3.7,66.1,4592.0,300730.0,6.125,5.82,10.05,60146026.5,2024-01,15.404040404040403,8.333333333333332,52.90404040404041,22.304292929292927
Goa,28.85,345.2,0.845,-17.15,0,5.0,24056.0,53.65,3.55,106.3,4774.5,303665.0,5.75,6.91,9.25,60732979.5,2024-03,43.56060606060606,50.75757575757576,78.66161616161617,54.85479797979798
Goa,32.5,0.0,4.53,-100.0,0,10.0,3998.0,64.0,24.2,112.8,4714.0,305884.0,5.31,6.5,11.0,61176769.0,2024-04,98.10606060606061,85.35353535353535,75.63131313131312,88.0239898989899
Goa,29.9,212.6,1.9,2.1,0,0.0,16718.0,59.6,9.2,101.2,4677.0,307373.0,7.04,5.82,5.2,61474550.0,2024-05,9.343434343434344,47.72727272727273,24.873737373737374,26.660353535353533
Goa,30.2,650.0,2.21,212.0,0,0.0,17095.0,59.5,6.2,112.7,5525.0,308869.0,6.94,5.92,7.3,61773781.0,2024-06,30.681818181818183,33.207070707070706,39.015151515151516,33.648989898989896
Goa,28.7,833.8,0.66,300.2,0,0.0,13394.0,56.0,9.0,141.5,4655.0,310372.0,6.27,4.51,9.0,62074468.0,2024-07,49.11616161616162,48.86363636363637,13.005050505050505,40.0
Goa,26.4,188.2,-1.57,-9.7,0,0.0,20208.0,51.7,5.6,90.3,4840.0,311883.0,6.16,5.21,7.0,62376618.0,2024-08,3.2828282828282833,42.29797979797979,12.75252525252525,19.30555555555555
Goa,27.1,0.0,-0.87,-100.0,0,10.0,16272.0,52.1,26.6,99.5,6071.0,313401.0,6.04,4.52,9.5,62680240.0,2024-09,91.66666666666666,95.07575757575758,13.131313131313133,73.22601010101009
Goa,24.1,0.0,-3.88,-100.0,0,10.0,16146.0,55.2,26.3,102.4,5307.0,314927.0,5.55,4.81,7.0,62985339.0,2024-10,87.12121212121212,93.18181818181817,5.934343434343434,68.94570707070707
Goa,19.8,219.9,-8.21,5.5,0,0.0,9545.0,46.7,4.2,108.0,5324.0,316460.0,6.33,5.56,8.5,63291923.0,2024-11,0.12626262626262627,40.65656565656566,30.303030303030305,21.85606060606061
Goa,22.874193548387098,2574.5,0.7609677419354839,-68.79354838709678,0,8.0,123544.0,48.854838709677416,8.161290322580646,112.28709677419356,4977.580645161291,310161.8064516129,6.090645161290323,5.99483870967742,10.038709677419355,59777.25806451613,2025-01,79.92424242424242,80.68181818181817,65.9090909090909,76.68560606060606
Goa,24.910714285714285,2294.1,0.8789285714285714,-69.21428571428571,0,7.5,115753.0,51.03214285714286,7.817857142857143,109.64999999999999,4870.964285714285,309907.85714285716,6.1378571428571425,5.579642857142857,10.742857142857144,58875.892857142855,2025-02,67.55050505050505,65.15151515151516,53.78787878787878,63.27020202020202
Goa,26.729032258064517,2395.9,1.583225806451613,-70.96129032258065,0,7.419354838709677,361479.0,50.66129032258065,7.680645161290323,110.61935483870967,5000.4838709677415,309731.67741935485,6.048064516129033,5.756129032258064,10.603225806451613,61506.74193548387,2025-03,75.5050505050505,61.74242424242424,59.34343434343434,66.64772727272728
Goa,29.626666666666665,2376.6,0.9873333333333334,-70.24333333333334,0,7.333333333333333,343219.0,47.29,7.67,113.37333333333332,4868.733333333334,308572.6666666667,6.091666666666667,5.768,10.45,58774.5,2025-04,64.26767676767676,72.34848484848484,58.333333333333336,65.61237373737373
Goa,32.23870967741935,2413.9,1.6625806451612903,-70.73870967741935,0,7.838709677419355,344489.0,50.141935483870974,8.119354838709677,109.38387096774194,4821.967741935484,310602.8387096774,6.138064516129032,5.909354838709677,10.041935483870969,59940.354838709674,2025-05,82.95454545454545,78.78787878787878,61.994949494949495,76.25631313131312
Goa,32.27,28026.3,1.1733333333333333,251.05333333333334,0,0.0,121523.0,49.163333333333334,4.04,112.35333333333332,4888.0,309054.76666666666,6.015333333333333,5.937666666666667,10.166666666666666,58590.46666666667,2025-06,41.66666666666667,31.691919191919194,60.35353535353535,42.84722222222223
Goa,31.73225806451613,28099.3,0.5193548387096775,240.61290322580646,0,0.0,123817.0,50.08709677419355,4.04516129032258,102.81290322580645,5041.290322580645,309170.48387096776,6.090322580645162,5.7132258064516135,10.964516129032257,60213.06451612903,2025-07,29.292929292929294,25.757575757575758,68.3080808080808,37.80934343434343
Goa,29.967741935483872,28995.2,1.1196774193548387,251.4741935483871,0,0.0,125101.0,50.751612903225805,3.9967741935483874,109.4258064516129,5013.258064516129,309168.06451612903,6.1651612903225805,5.641612903225806,10.14516129032258,62832.290322580644,2025-08,41.41414141414141,19.444444444444446,45.95959595959596,34.861111111111114
Goa,27.523333333333333,28484.7,0.27166666666666667,256.79,0,0.0,120283.0,48.25666666666667,4.163333333333333,102.81333333333333,4974.266666666666,309304.4666666667,6.094333333333334,5.683000000000001,10.373333333333333,59636.3,2025-09,34.34343434343434,38.25757575757576,49.494949494949495,39.50126262626263
Goa,25.270967741935483,10010.5,0.8970967741935484,21.351612903225806,0,0.0,440120.0,49.858064516129026,3.696774193548387,110.30000000000001,5064.645161290323,310019.0967741936,6.0845161290322585,5.6,10.54516129032258,60379.903225806454,2025-10,9.469696969696969,15.025252525252524,47.97979797979798,21.041666666666664
Goa,23.466666666666665,9581.3,1.0506666666666666,20.02,0,0.0,421484.0,51.473333333333336,4.033333333333333,103.96333333333334,5089.166666666667,310004.43333333335,6.152666666666667,5.920333333333334,10.523333333333333,60441.46666666667,2025-11,10.227272727272728,15.151515151515152,72.97979797979798,27.63888888888889
Goa,22.787096774193547,2449.6,0.8677419354838709,-70.30000000000001,0,7.774193548387097,443192.0,50.39354838709678,7.770967741935484,112.95161290322581,5092.451612903225,309108.6451612903,6.133870967741935,5.6496774193548385,10.745161290322581,60022.48387096774,2025-12,77.02020202020202,72.85353535353535,59.97474747474747,71.30050505050505
Gujarat,27.6,167.4,-4.39,151.15,0,0.0,30424.0,30.8,9.899999999999999,96.15,6046.5,501217.0,4.494999999999999,5.63,5.35,100243377.5,2024-01,16.792929292929294,53.78787878787878,4.040404040404041,26.553030303030297
Gujarat,34.0,36.3,2.02,-45.55,0,5.0,32278.0,37.65,5.4,89.2,6434.0,506108.0,5.305,6.34,7.4,101221632.0,2024-03,50.75757575757576,53.91414141414141,24.36868686868687,45.26515151515151
Gujarat,35.0,0.0,2.97,-100.0,0,10.0,5340.0,34.9,23.0,123.5,6272.0,509806.0,4.47,6.43,8.9,101961282.0,2024-04,96.08585858585859,94.94949494949495,24.116161616161616,77.69570707070707
Gujarat,37.6,26.2,5.59,-21.4,0,10.0,16666.0,20.8,27.3,123.0,5130.0,512288.0,4.19,5.3,6.3,102457584.0,2024-05,94.44444444444444,100.0,3.535353535353535,73.66161616161615
Gujarat,40.1,104.0,8.06,212.0,0,0.0,16695.0,28.5,1.6,123.2,5766.0,514782.0,4.1,5.18,9.2,102956301.0,2024-06,52.77777777777778,43.93939393939394,6.186868686868687,38.03661616161616
Gujarat,35.8,64.4,3.81,93.3,0,0.0,19247.0,37.4,4.9,101.5,5359.0,517287.0,4.27,4.69,6.9,103457446.0,2024-07,24.62121212121212,48.484848484848484,2.6515151515151514,27.48106060606061
Gujarat,33.6,44.9,1.57,34.8,0,0.0,21587.0,27.2,3.5,91.4,6750.0,519805.0,4.92,3.66,5.5,103961031.0,2024-08,16.414141414141415,50.0,0.7575757575757576,24.255050505050505
Gujarat,27.9,0.0,-4.14,-100.0,0,10.0,21061.0,33.3,24.0,93.6,7038.0,522335.0,4.61,4.56,5.8,104467066.0,2024-09,86.74242424242425,96.96969696969697,2.146464646464646,69.1729797979798
Gujarat,28.5,0.0,-3.5,-100.0,0,10.0,15500.0,40.2,26.3,104.8,5870.0,524878.0,3.56,4.52,5.5,104975565.0,2024-10,87.75252525252525,98.10606060606061,0.3787878787878788,69.53282828282828
Gujarat,30.8,30.9,-1.21,-7.4,0,0.0,13835.0,34.8,4.8,114.6,6026.0,527433.0,3.91,4.51,6.4,105486539.0,2024-11,3.6616161616161618,49.494949494949495,1.2626262626262625,19.10353535353535
Gujarat,28.225806451612904,360.7,1.3635483870967744,-70.54516129032258,0,7.516129032258065,144181.0,50.196774193548386,7.874193548387097,107.88709677419355,4910.354838709677,515765.29032258067,4.433225806451613,5.9151612903225805,10.219354838709679,59643.290322580644,2025-01,75.63131313131312,70.07575757575758,21.59090909090909,60.176767676767675
Gujarat,30.657142857142855,333.6,1.3060714285714285,-69.84285714285714,0,7.25,134513.0,49.471428571428575,7.7,112.47500000000001,4956.071428571428,514360.5714285714,4.53,5.659642857142857,10.307142857142859,59412.75,2025-02,65.27777777777779,62.5,18.181818181818183,52.53156565656566
Gujarat,32.17741935483871,375.0,0.6938709677419355,-69.34516129032258,0,7.225806451612903,421223.0,51.351612903225806,7.638709677419355,104.97419354838709,5015.741935483871,516866.2580645161,4.456774193548387,5.670645161290322,10.483870967741936,61519.54838709677,2025-03,57.32323232323232,56.94444444444444,18.81313131313131,47.563131313131315
Gujarat,35.166666666666664,345.5,0.8973333333333334,-70.82666666666667,0,7.633333333333334,403452.0,48.42333333333333,7.843333333333333,116.08666666666666,5085.2,516433.3,4.572666666666667,5.962666666666666,10.676666666666668,58153.23333333333,2025-04,73.73737373737373,76.89393939393939,28.030303030303028,63.415404040404034
Gujarat,37.15161290322581,343.5,1.1293548387096775,-71.96129032258065,33,7.870967741935484,422344.0,49.49677419354839,8.251612903225807,108.73225806451612,4897.5161290322585,517226.1612903226,4.5196774193548395,5.875806451612903,10.658064516129032,61247.8064516129,2025-05,93.93939393939394,80.17676767676768,25.5050505050505,72.0138888888889
Gujarat,37.983333333333334,4071.4,0.778,243.49666666666664,63,0.0,138283.0,50.41,4.8966666666666665,107.56,4929.133333333333,515953.6666666667,4.461333333333333,5.790666666666667,10.520000000000001,62299.933333333334,2025-06,85.1010101010101,40.4040404040404,21.464646464646464,53.54797979797979
Gujarat,36.980645161290326,4465.8,0.7409677419354839,264.6225806451613,0,0.0,146004.0,50.722580645161294,3.954838709677419,106.16774193548386,5011.580645161291,516681.96774193546,4.529677419354838,5.688387096774194,9.925806451612903,58666.25806451613,2025-07,44.57070707070707,17.67676767676768,16.035353535353536,28.0239898989899
Gujarat,35.667741935483875,4452.2,0.4406451612903226,263.5,0,0.0,146151.0,49.31612903225806,4.035483870967742,107.4,4986.8387096774195,516418.93548387097,4.497096774193548,5.929354838709678,10.629032258064516,58519.16129032258,2025-08,40.909090909090914,30.808080808080806,26.01010101010101,33.6489898989899
Gujarat,33.23,4157.7,0.85,250.8033333333333,0,0.0,141441.0,49.59666666666667,4.09,109.69333333333334,4999.566666666667,515963.1,4.4350000000000005,5.890333333333333,10.443333333333333,63544.73333333333,2025-09,36.74242424242424,30.429292929292927,22.853535353535353,31.06060606060606
Gujarat,30.432258064516127,1477.0,1.1464516129032258,20.567741935483873,0,0.0,512569.0,50.119354838709675,3.9451612903225803,108.29677419354839,5154.1612903225805,516961.5806451613,4.542903225806452,5.726451612903226,10.696774193548388,61804.06451612903,2025-10,11.868686868686869,21.843434343434343,22.97979797979798,18.137626262626263
Gujarat,28.90666666666667,1434.9,1.0573333333333332,21.08,0,0.0,522858.0,50.50333333333333,4.066666666666666,110.35,5003.533333333334,517379.5333333333,4.489,5.672333333333333,10.286666666666667,60183.433333333334,2025-11,11.11111111111111,23.98989898989899,17.55050505050505,17.228535353535353
Gujarat,27.57741935483871,373.1,1.0212903225806451,-69.54516129032258,0,7.903225806451613,520945.0,50.196774193548386,7.974193548387096,112.65483870967742,5107.8387096774195,517039.6129032258,4.406451612903226,5.652903225806452,10.848387096774195,58571.967741935485,2025-12,80.17676767676768,78.15656565656566,20.32828282828283,64.50757575757576
Haryana,27.049999999999997,155.8,-4.984999999999999,133.6,0,0.0,66475.0,77.95,6.4,100.9,12694.0,300730.0,6.17,5.82,8.75,60146026.5,2024-01,9.154040404040405,4.22979797979798,33.27020202020202,13.45959595959596
Haryana,34.45,36.1,2.415,-45.85,0,5.0,78133.0,87.1,3.1500000000000004,98.15,12468.0,303665.0,6.115,6.62,9.7,60732979.5,2024-03,51.07323232323232,6.628787878787879,79.98737373737373,42.74621212121212
Haryana,39.2,0.0,7.24,-100.0,0,10.0,12876.0,97.0,26.1,98.8,12601.0,305884.0,6.23,7.1,10.4,61176769.0,2024-04,99.93686868686868,82.38636363636364,88.4469696969697,90.92171717171716
Haryana,42.4,39.6,10.44,18.8,0,0.0,45380.0,90.9,8.3,112.8,11928.0,307373.0,6.39,6.33,11.8,61474550.0,2024-05,26.957070707070706,3.4722222222222223,87.31060606060606,33.82575757575758
Haryana,34.2,104.2,2.19,212.7,0,0.0,49751.0,86.5,1.6,84.9,12468.0,308869.0,6.2,5.54,11.8,61773781.0,2024-06,30.997474747474747,0.8207070707070708,75.18939393939394,31.483585858585858
Haryana,34.1,110.6,2.05,231.7,0,0.0,39966.0,87.1,6.0,132.3,12727.0,310372.0,6.35,5.17,8.0,62074468.0,2024-07,39.58333333333333,1.9570707070707072,20.13888888888889,21.5530303030303
Haryana,32.9,32.6,0.95,-2.2,0,0.0,35669.0,90.9,7.9,75.4,12799.0,311883.0,6.15,5.07,9.4,62376618.0,2024-08,4.608585858585858,3.0934343434343434,25.315656565656564,9.255050505050505
Haryana,27.8,0.0,-4.19,-100.0,0,10.0,42759.0,91.9,24.1,97.0,12563.0,313401.0,6.16,5.31,11.1,62680240.0,2024-09,86.17424242424242,82.13383838383838,45.391414141414145,74.56439393939394
Haryana,26.8,0.0,-5.22,-100.0,0,10.0,28962.0,79.5,25.0,71.2,13297.0,314927.0,6.1,5.22,6.9,62985339.0,2024-10,83.33333333333334,83.77525252525253,12.058080808080808,65.66919191919192
Haryana,27.4,20.9,-4.57,-37.4,0,10.0,24918.0,74.2,22.0,87.2,11838.0,316460.0,6.2,5.84,8.6,63291923.0,2024-11,59.02777777777778,83.01767676767676,33.01767676767677,60.92171717171717
Haryana,27.86774193548387,377.5,1.1858064516129032,-70.75806451612904,0,7.354838709677419,330963.0,50.36451612903225,7.922580645161291,111.37096774193549,4913.935483870968,310275.0967741936,6.237096774193549,5.829677419354839,10.13225806451613,61269.1935483871,2025-01,67.8030303030303,65.78282828282829,64.52020202020202,66.27525252525253
Haryana,29.57857142857143,345.5,0.6514285714285714,-70.36428571428571,0,7.285714285714286,307209.0,49.18571428571429,7.6,110.425,4952.928571428572,309145.53571428574,6.268928571428572,5.729285714285715,10.635714285714286,56819.28571428572,2025-02,59.72222222222222,62.62626262626263,70.70707070707071,63.484848484848484
Haryana,31.493548387096773,381.1,1.08,-70.48064516129033,0,7.129032258064516,939935.0,49.23548387096774,7.764516129032257,112.05806451612904,5141.612903225807,308918.3870967742,6.141935483870968,5.7219354838709675,10.651612903225805,57824.1935483871,2025-03,60.22727272727273,61.994949494949495,64.26767676767676,61.8560606060606
Haryana,34.43333333333333,378.7,0.5306666666666666,-69.69,0,7.366666666666666,911586.0,49.026666666666664,7.709999999999999,109.28999999999999,4897.466666666666,310468.06666666665,6.246333333333333,5.544333333333333,10.476666666666667,58140.433333333334,2025-04,60.47979797979798,67.17171717171718,50.378787878787875,60.29671717171718
Haryana,36.596774193548384,389.0,1.0151612903225806,-69.87741935483871,32,7.516129032258065,941748.0,50.86129032258064,8.403225806451612,108.19677419354838,5095.032258064516,308974.32258064515,6.250967741935484,5.836451612903226,10.393548387096773,61496.3870967742,2025-05,92.42424242424242,76.26262626262627,71.08585858585859,81.43308080808082
Haryana,37.61333333333334,4184.4,1.4223333333333334,234.90333333333334,41,0.0,307781.0,51.1,4.516666666666667,113.38333333333334,5315.066666666667,309671.73333333334,6.151333333333333,5.75,10.54,59272.3,2025-06,54.67171717171717,33.964646464646464,63.888888888888886,49.72853535353535
Haryana,37.03225806451613,4315.3,0.8270967741935484,234.21290322580646,0,0.0,334963.0,49.567741935483866,3.906451612903226,110.6,5214.354838709677,311238.3548387097,6.251612903225807,6.0203225806451615,10.725806451612904,59178.032258064515,2025-07,29.040404040404038,25.126262626262623,78.53535353535354,40.04419191919192
Haryana,35.900000000000006,4390.5,0.6661290322580646,240.03870967741935,0,0.0,321718.0,49.58064516129032,3.8870967741935485,109.58709677419354,4940.903225806452,310188.1935483871,6.171612903225806,5.812903225806451,10.438709677419356,59371.3870967742,2025-08,30.176767676767675,24.747474747474747,66.79292929292929,37.43055555555556
Haryana,33.11,4262.2,0.781,241.14,0,0.0,308063.0,51.35333333333333,3.9233333333333333,111.08999999999999,5030.633333333333,309335.8333333333,6.128,5.779,10.44,58789.5,2025-09,31.186868686868685,13.383838383838384,61.86868686868687,32.62626262626262
Haryana,30.429032258064513,1580.9,1.339032258064516,22.44516129032258,0,0.0,1175242.0,51.13870967741936,4.064516129032258,113.91612903225807,5104.806451612903,310060.32258064515,6.106774193548387,5.6651612903225805,10.72258064516129,61421.25806451613,2025-10,14.646464646464647,18.434343434343432,58.58585858585859,26.957070707070706
Haryana,28.34333333333333,1468.0,1.5010000000000001,17.490000000000002,0,0.0,1135562.0,50.13,3.896666666666667,109.90666666666667,4876.7,309398.0,6.149666666666667,5.931666666666667,10.203333333333335,57930.1,2025-11,13.88888888888889,20.075757575757574,68.43434343434343,29.690656565656564
Haryana,27.551612903225806,382.1,1.2064516129032257,-70.40322580645162,0,7.645161290322581,1182240.0,50.11290322580645,7.780645161290322,109.24193548387096,4834.193548387097,309205.0,6.189032258064516,5.864193548387097,10.258064516129032,60568.0,2025-12,77.3989898989899,71.08585858585859,67.04545454545455,72.6010101010101
Himachal Pradesh,10.85,590.6,-4.125,195.3,0,0.0,27161.0,59.05,4.0,108.6,4834.0,300730.0,5.595000000000001,5.895,6.5,60146026.5,2024-01,22.727272727272727,7.449494949494949,13.383838383838384,15.04419191919192
Himachal Pradesh,16.65,65.7,1.6700000000000002,-67.15,0,10.0,28502.0,59.15,29.799999999999997,106.69999999999999,5133.0,303665.0,6.385,6.945,9.15,60732979.5,2024-03,93.05555555555556,97.47474747474747,83.96464646464646,92.32954545454545
Himachal Pradesh,21.5,0.0,6.5,-100.0,0,10.0,4246.0,46.5,24.2,98.0,4506.0,305884.0,5.67,6.92,6.8,61176769.0,2024-04,99.36868686868688,92.55050505050505,34.46969696969697,80.75757575757578
Himachal Pradesh,17.2,71.9,2.24,-28.1,0,10.0,11689.0,62.0,25.5,118.4,4215.0,307373.0,6.45,6.35,10.1,61474550.0,2024-05,90.53030303030303,87.62626262626263,81.31313131313132,87.20959595959596
Himachal Pradesh,20.4,315.3,5.36,215.3,0,0.0,12031.0,50.1,7.8,95.5,5275.0,308869.0,5.41,5.53,10.2,61773781.0,2024-06,49.494949494949495,49.11616161616162,28.914141414141415,44.217171717171716
Himachal Pradesh,18.5,589.0,3.53,489.0,0,0.0,12095.0,48.3,5.3,88.0,5160.0,310372.0,5.53,5.44,6.3,62074468.0,2024-07,90.15151515151516,43.30808080808081,7.3232323232323235,53.04924242424243
Himachal Pradesh,16.1,134.1,1.14,34.1,0,0.0,10221.0,54.9,6.3,111.0,5112.0,311883.0,6.42,4.56,10.1,62376618.0,2024-08,15.782828282828282,42.55050505050505,23.863636363636363,27.17171717171717
Himachal Pradesh,14.4,0.0,-0.59,-100.0,0,10.0,19092.0,52.9,25.4,102.4,5272.0,313401.0,6.31,4.59,10.2,62680240.0,2024-09,92.04545454545455,92.17171717171718,23.358585858585858,74.91792929292929
Himachal Pradesh,10.0,0.0,-4.96,-100.0,0,10.0,12117.0,51.5,25.1,86.7,4299.0,314927.0,6.13,4.77,7.0,62985339.0,2024-10,83.83838383838383,91.79292929292929,7.7020202020202015,67.58838383838383
Himachal Pradesh,8.5,92.9,-6.55,-7.1,0,0.0,16199.0,51.5,1.3,85.6,5447.0,316460.0,5.02,5.4,5.9,63291923.0,2024-11,0.6313131313131313,5.05050505050505,4.797979797979798,3.2196969696969693
Himachal Pradesh,11.380645161290323,1469.3,0.8009677419354838,-69.40967741935484,0,7.548387096774194,118148.0,49.13225806451613,7.745161290322581,108.89354838709677,5158.4838709677415,310968.3870967742,5.88516129032258,5.866129032258065,10.461290322580645,60036.06451612903,2025-01,68.68686868686868,71.84343434343434,53.91414141414141,66.09848484848484
Himachal Pradesh,11.567857142857141,1203.9,0.7253571428571429,-72.25,0,7.107142857142857,110250.0,50.04642857142857,7.639285714285714,109.71428571428571,5051.25,308781.4285714286,5.952142857142857,5.936785714285714,10.460714285714285,58993.32142857143,2025-02,56.81818181818182,57.82828282828283,65.02525252525253,59.22348484848486
Himachal Pradesh,14.729032258064517,1435.0,0.9529032258064516,-70.11935483870967,0,7.548387096774194,318461.0,49.648387096774194,7.738709677419355,111.66129032258064,4946.870967741936,308620.77419354836,5.869677419354839,5.710645161290323,10.154838709677419,60784.903225806454,2025-03,71.33838383838383,70.45454545454545,37.878787878787875,62.66414141414141
Himachal Pradesh,16.843333333333334,1366.8,1.5236666666666667,-70.6,0,7.733333333333333,330392.0,52.13,7.836666666666667,113.75666666666666,5049.833333333333,309059.8333333333,5.870333333333334,5.9093333333333335,10.563333333333333,59638.1,2025-04,80.55555555555556,66.03535353535354,60.1010101010101,70.35984848484848
Himachal Pradesh,18.906451612903226,1436.6,1.7764516129032257,-70.1,0,7.32258064516129,330706.0,50.400000000000006,7.748387096774193,110.33225806451614,4989.096774193548,308644.6451612903,5.8109677419354835,5.984516129032259,10.55483870967742,60509.25806451613,2025-05,74.11616161616162,61.61616161616161,62.247474747474755,66.77398989898991
