state,date,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,year_month
Arunachal Pradesh,2025-05-15,29.5,33.1,3.78,-68.6,0,10,10519.0,42.3,8.2,84.4,5469.0,310966.0,6.57,5.03,12.2,71877.0,2025-05
Arunachal Pradesh,2025-05-16,30.5,40.4,1.37,-61.7,0,7,9706.0,53.1,7.0,128.5,5971.0,315740.0,6.17,6.61,11.9,60405.0,2025-05
Arunachal Pradesh,2025-05-17,30.9,22.1,1.99,-79.0,0,6,13146.0,53.5,8.4,121.8,5419.0,314088.0,5.87,5.03,9.1,72613.0,2025-05
Arunachal Pradesh,2025-05-18,28.7,39.7,0.18,-62.3,0,8,10711.0,44.8,9.3,92.1,4166.0,310995.0,5.72,5.13,9.5,48836.0,2025-05
Arunachal Pradesh,2025-05-19,30.0,25.2,0.4,-76.1,0,7,12178.0,41.3,7.9,121.0,5202.0,315025.0,5.66,5.35,8.6,58709.0,2025-05
Arunachal Pradesh,2025-05-20,31.5,39.3,-1.07,-62.7,0,8,13509.0,41.7,7.4,98.1,5712.0,315036.0,5.9,5.9,12.9,62311.0,2025-05
Arunachal Pradesh,2025-05-21,31.1,30.7,-1.16,-70.9,0,8,13216.0,50.4,6.7,129.9,5921.0,308407.0,6.31,5.53,8.8,60862.0,2025-05
Arunachal Pradesh,2025-05-22,31.0,26.8,-1.0,-74.6,0,5,11137.0,58.2,7.6,102.7,4600.0,309869.0,6.31,6.48,12.1,67804.0,2025-05
Arunachal Pradesh,2025-05-23,30.7,24.4,2.15,-76.9,0,8,12131.0,42.1,8.6,133.5,4825.0,314752.0,6.15,4.85,11.8,55009.0,2025-05
Arunachal Pradesh,2025-05-24,33.2,36.6,0.12,-65.2,0,7,12980.0,48.5,7.3,133.3,4810.0,304761.0,5.85,4.87,8.0,70856.0,2025-05
Arunachal Pradesh,2025-05-25,29.8,22.9,-0.22,-78.3,0,10,12034.0,40.6,8.4,92.4,5454.0,312515.0,5.91,6.68,9.7,48820.0,2025-05
Arunachal Pradesh,2025-05-26,31.9,31.1,3.5,-70.5,0,9,13650.0,49.0,7.5,113.1,4642.0,308057.0,5.86,5.95,11.8,45227.0,2025-05
Arunachal Pradesh,2025-05-27,29.2,29.9,1.99,-71.6,0,5,9845.0,45.8,5.4,113.8,4968.0,305507.0,6.0,5.29,11.6,69983.0,2025-05
Arunachal Pradesh,2025-05-28,30.1,32.0,2.03,-69.6,0,6,11776.0,53.7,5.8,107.5,4645.0,308655.0,6.12,6.43,8.6,54702.0,2025-05
Arunachal Pradesh,2025-05-29,33.8,22.4,3.13,-78.8,0,10,12906.0,54.5,8.9,125.0,4456.0,308100.0,6.07,6.67,8.7,73964.0,2025-05
Arunachal Pradesh,2025-05-30,29.6,33.0,0.55,-68.7,0,10,13243.0,58.7,8.9,88.3,4634.0,307430.0,6.48,6.73,10.5,49802.0,2025-05
Arunachal Pradesh,2025-05-31,31.8,38.3,-1.98,-63.6,0,9,11377.0,59.2,9.7,92.3,5639.0,309700.0,6.48,6.01,12.0,73807.0,2025-05
Arunachal Pradesh,2025-06-01,33.7,407.1,-0.75,286.3,0,0,3565.0,41.3,3.1,131.2,4176.0,313906.0,6.59,5.72,8.1,60222.0,2025-06
Arunachal Pradesh,2025-06-02,33.9,455.3,2.03,332.0,0,0,3391.0,45.6,3.1,107.7,4874.0,315081.0,6.12,4.99,10.8,54531.0,2025-06
Arunachal Pradesh,2025-06-03,30.6,347.8,-0.29,230.0,0,0,4916.0,47.6,4.8,118.1,4773.0,313982.0,5.86,5.09,9.9,45235.0,2025-06
Arunachal Pradesh,2025-06-04,28.9,316.2,1.08,200.1,0,0,3993.0,48.7,3.5,106.5,5372.0,305679.0,5.76,5.02,12.5,70445.0,2025-06
Arunachal Pradesh,2025-06-05,31.9,441.5,1.66,318.9,0,0,4594.0,46.4,4.4,95.0,5332.0,305514.0,6.58,6.07,11.8,48938.0,2025-06
Arunachal Pradesh,2025-06-06,30.5,279.9,3.7,165.6,0,0,4770.0,57.7,3.5,96.0,5839.0,312992.0,6.31,5.47,13.0,51582.0,2025-06
Arunachal Pradesh,2025-06-07,29.4,411.2,3.93,290.2,0,0,4701.0,44.4,3.9,121.7,4629.0,304497.0,6.58,5.0,9.2,63226.0,2025-06
Arunachal Pradesh,2025-06-08,32.1,357.5,-1.59,239.2,0,0,3755.0,48.1,4.7,137.9,5506.0,310074.0,6.44,5.65,8.6,55932.0,2025-06
Arunachal Pradesh,2025-06-09,31.2,297.2,0.75,182.0,0,0,4180.0,41.5,5.2,101.5,4368.0,312309.0,5.84,6.26,12.5,67412.0,2025-06
Arunachal Pradesh,2025-06-10,34.0,316.2,0.41,200.0,0,0,3720.0,41.5,5.3,112.6,5906.0,303551.0,5.99,5.26,11.2,57677.0,2025-06
Arunachal Pradesh,2025-06-11,32.3,263.5,0.74,150.0,0,0,3715.0,41.7,3.4,135.9,4640.0,303792.0,6.23,6.43,9.4,51387.0,2025-06
Arunachal Pradesh,2025-06-12,30.6,312.2,1.68,196.2,0,0,4220.0,46.5,2.9,132.6,5504.0,311072.0,5.87,4.55,9.2,61385.0,2025-06
Arunachal Pradesh,2025-06-13,31.9,265.2,2.76,151.7,0,0,4280.0,57.7,5.1,130.2,4393.0,310035.0,5.7,5.4,9.1,68051.0,2025-06
Arunachal Pradesh,2025-06-14,32.8,267.8,-1.59,154.1,0,0,4825.0,56.6,2.7,90.9,4890.0,315250.0,6.32,5.4,11.2,51763.0,2025-06
Arunachal Pradesh,2025-06-15,31.1,419.1,-0.27,297.6,0,0,4044.0,55.1,2.7,112.8,5380.0,305623.0,5.61,6.55,8.3,53743.0,2025-06
Arunachal Pradesh,2025-06-16,33.1,372.4,0.97,253.4,0,0,3916.0,43.3,4.7,129.3,5045.0,315254.0,5.83,6.42,8.7,50677.0,2025-06
Arunachal Pradesh,2025-06-17,31.2,276.9,3.05,162.8,0,0,4886.0,44.5,2.6,121.4,4095.0,307579.0,6.08,6.0,11.9,64465.0,2025-06
Arunachal Pradesh,2025-06-18,30.8,259.6,2.03,146.3,0,0,4816.0,50.8,4.6,88.9,4316.0,303598.0,6.08,5.37,10.1,53460.0,2025-06
Arunachal Pradesh,2025-06-19,30.1,332.6,3.94,215.6,0,0,4287.0,41.8,3.6,115.9,5479.0,312071.0,6.21,5.58,11.9,69186.0,2025-06
Arunachal Pradesh,2025-06-20,30.6,329.2,-1.56,212.3,0,0,3446.0,53.4,2.5,99.2,5123.0,306147.0,6.11,4.66,9.1,45155.0,2025-06
Arunachal Pradesh,2025-06-21,32.4,351.9,0.91,233.9,0,0,4764.0,44.3,4.0,109.7,4970.0,305719.0,5.68,6.41,10.1,70286.0,2025-06
Arunachal Pradesh,2025-06-22,28.9,346.9,-1.26,229.1,0,0,4973.0,49.7,3.6,128.5,4205.0,307351.0,6.16,6.69,11.8,65452.0,2025-06
Arunachal Pradesh,2025-06-23,29.0,299.9,3.58,184.5,0,0,4353.0,50.4,3.6,109.7,4888.0,304945.0,6.4,4.54,10.2,61062.0,2025-06
Arunachal Pradesh,2025-06-24,28.5,461.7,3.78,338.0,0,0,3826.0,48.1,2.8,112.9,4502.0,304010.0,5.76,5.13,11.0,60951.0,2025-06
Arunachal Pradesh,2025-06-25,31.9,425.9,-1.44,304.1,0,0,4443.0,55.2,5.5,81.1,5491.0,315232.0,6.43,5.67,9.1,71780.0,2025-06
Arunachal Pradesh,2025-06-26,31.5,401.9,0.49,281.4,0,0,4129.0,45.6,4.6,102.8,5204.0,306448.0,5.95,4.76,8.4,54348.0,2025-06
Arunachal Pradesh,2025-06-27,32.2,307.4,0.7,191.6,0,0,4541.0,51.5,3.3,84.3,5665.0,309651.0,6.08,6.48,10.8,53325.0,2025-06
Arunachal Pradesh,2025-06-28,32.1,358.2,0.56,239.9,0,0,3460.0,52.4,2.7,118.1,4397.0,313492.0,6.35,5.14,11.3,52718.0,2025-06
Arunachal Pradesh,2025-06-29,30.7,471.8,0.2,347.7,0,0,3682.0,52.5,4.0,118.7,4711.0,306291.0,5.97,6.8,9.2,52283.0,2025-06
Arunachal Pradesh,2025-06-30,31.1,342.1,-0.2,224.6,0,0,4754.0,52.1,4.2,124.7,5922.0,314339.0,6.17,5.75,11.5,48269.0,2025-06
Arunachal Pradesh,2025-07-01,29.2,335.5,0.92,218.4,0,0,4533.0,56.9,2.6,101.4,4690.0,304174.0,5.93,5.38,12.2,61100.0,2025-07
Arunachal Pradesh,2025-07-02,31.3,371.2,-1.87,252.2,0,0,4046.0,55.1,4.6,118.1,4905.0,304738.0,5.93,6.18,11.8,49774.0,2025-07
Arunachal Pradesh,2025-07-03,32.9,427.1,3.13,305.2,0,0,3842.0,58.5,3.6,114.1,4085.0,310362.0,5.6,4.82,9.3,67105.0,2025-07
Arunachal Pradesh,2025-07-04,28.5,302.7,2.35,187.3,0,0,3619.0,58.1,5.3,113.9,5111.0,314394.0,5.78,5.57,8.4,65139.0,2025-07
Arunachal Pradesh,2025-07-05,32.4,264.6,1.67,151.0,0,0,3763.0,40.4,4.7,98.6,4778.0,308254.0,6.56,6.68,13.0,54437.0,2025-07
Arunachal Pradesh,2025-07-06,31.8,427.7,-0.8,305.8,0,0,4424.0,49.0,3.7,130.3,4478.0,307755.0,6.58,5.31,11.1,71610.0,2025-07
Arunachal Pradesh,2025-07-07,31.6,293.7,3.78,178.7,0,0,4071.0,45.4,5.3,87.5,4221.0,306565.0,5.68,5.68,9.5,49469.0,2025-07
Arunachal Pradesh,2025-07-08,30.1,279.1,2.72,164.8,0,0,4245.0,47.8,4.8,87.9,4692.0,311411.0,5.77,5.46,8.3,69347.0,2025-07
Arunachal Pradesh,2025-07-09,32.2,471.2,-1.79,347.1,0,0,3852.0,48.5,5.0,106.2,5234.0,304936.0,6.58,5.03,8.0,62798.0,2025-07
Arunachal Pradesh,2025-07-10,31.9,402.5,-0.44,281.9,0,0,3329.0,48.2,3.2,103.7,5651.0,303974.0,6.23,5.9,12.9,54690.0,2025-07
Arunachal Pradesh,2025-07-11,30.6,404.5,1.41,283.8,0,0,4953.0,54.5,3.4,124.7,5119.0,311296.0,6.26,4.54,9.8,57094.0,2025-07
Arunachal Pradesh,2025-07-12,32.3,316.2,-0.39,200.0,0,0,3958.0,49.6,4.6,111.4,4917.0,306500.0,6.54,6.9,11.2,58072.0,2025-07
Arunachal Pradesh,2025-07-13,29.4,332.7,0.32,215.7,0,0,4035.0,57.6,4.4,132.2,4034.0,304927.0,6.32,6.47,10.0,56305.0,2025-07
Arunachal Pradesh,2025-07-14,31.6,333.0,3.43,216.0,0,0,4499.0,53.1,5.1,85.1,4139.0,309160.0,6.51,4.81,8.1,65782.0,2025-07
Arunachal Pradesh,2025-07-15,29.3,479.5,-1.02,355.0,0,0,3809.0,55.2,3.3,106.5,5131.0,311769.0,6.24,4.89,8.9,64066.0,2025-07
Arunachal Pradesh,2025-07-16,30.7,472.3,2.12,348.2,0,0,4874.0,51.2,5.0,97.2,4363.0,315872.0,5.8,5.62,12.6,49454.0,2025-07
Arunachal Pradesh,2025-07-17,31.6,334.9,2.66,217.8,0,0,3350.0,48.8,4.6,92.6,4421.0,311788.0,6.0,5.28,11.8,74394.0,2025-07
Arunachal Pradesh,2025-07-18,31.7,423.3,-0.67,301.7,0,0,4169.0,40.8,4.1,83.4,4650.0,306824.0,6.31,6.81,12.8,58807.0,2025-07
Arunachal Pradesh,2025-07-19,32.0,404.2,1.5,283.6,0,0,4513.0,40.8,4.0,95.7,5453.0,304005.0,5.65,5.71,13.0,73696.0,2025-07
Arunachal Pradesh,2025-07-20,31.8,333.9,-0.19,216.8,0,0,3885.0,48.8,3.5,113.5,5093.0,305217.0,5.97,5.93,8.2,49466.0,2025-07
Arunachal Pradesh,2025-07-21,31.8,396.9,-0.71,276.6,0,0,4197.0,45.1,4.7,94.5,4810.0,306389.0,5.88,6.95,10.2,63076.0,2025-07
Arunachal Pradesh,2025-07-22,30.5,270.9,2.77,157.1,0,0,4942.0,56.5,3.9,135.1,5548.0,310238.0,6.58,4.54,10.6,70863.0,2025-07
Arunachal Pradesh,2025-07-23,31.0,339.6,-0.45,222.2,0,0,4675.0,50.7,4.4,97.7,5179.0,312487.0,6.12,4.99,10.6,62945.0,2025-07
Arunachal Pradesh,2025-07-24,30.9,394.3,3.39,274.1,0,0,3984.0,60.0,5.3,107.0,4290.0,306186.0,6.49,5.23,8.6,53140.0,2025-07
Arunachal Pradesh,2025-07-25,29.9,270.8,-1.16,157.0,0,0,4285.0,53.2,4.7,96.0,5103.0,305906.0,5.83,5.44,8.6,59876.0,2025-07
Arunachal Pradesh,2025-07-26,31.2,441.1,-1.38,318.5,0,0,4455.0,58.9,5.2,109.5,4337.0,304567.0,6.17,5.61,11.4,60154.0,2025-07
Arunachal Pradesh,2025-07-27,28.4,464.7,-1.84,340.9,0,0,4131.0,43.4,4.6,124.0,4853.0,313464.0,5.97,6.45,8.4,73154.0,2025-07
Arunachal Pradesh,2025-07-28,31.7,452.6,0.36,329.4,0,0,3942.0,48.5,4.7,135.6,5554.0,314583.0,6.5,5.08,12.9,68943.0,2025-07
Arunachal Pradesh,2025-07-29,30.1,449.9,-1.9,326.9,0,0,3336.0,56.3,3.1,108.5,5475.0,314440.0,5.6,4.62,12.1,50293.0,2025-07
Arunachal Pradesh,2025-07-30,31.7,453.6,0.0,330.4,0,0,4643.0,58.5,5.1,83.9,4209.0,312453.0,5.73,4.89,10.3,45260.0,2025-07
Arunachal Pradesh,2025-07-31,30.4,380.6,3.56,261.1,0,0,4081.0,48.7,5.0,86.2,4307.0,312537.0,5.63,5.71,10.2,67527.0,2025-07
Arunachal Pradesh,2025-08-01,29.2,450.1,1.4,327.1,0,0,4529.0,46.0,3.1,133.2,4712.0,304431.0,6.16,4.92,10.0,46007.0,2025-08
Arunachal Pradesh,2025-08-02,31.2,263.9,3.94,150.4,0,0,4915.0,50.0,3.9,81.6,4990.0,303539.0,5.91,6.01,12.1,71672.0,2025-08
Arunachal Pradesh,2025-08-03,29.8,333.9,-0.95,216.9,0,0,4102.0,57.1,5.4,86.7,5690.0,313237.0,6.24,5.18,8.4,61568.0,2025-08
Arunachal Pradesh,2025-08-04,28.0,441.1,0.86,318.5,0,0,4887.0,53.7,3.0,131.2,5680.0,311501.0,6.03,5.13,8.5,69550.0,2025-08
Arunachal Pradesh,2025-08-05,29.5,423.6,1.42,301.9,0,0,4701.0,54.8,4.3,118.2,4162.0,303964.0,5.61,5.16,8.2,68276.0,2025-08
Arunachal Pradesh,2025-08-06,30.3,417.2,3.54,295.8,0,0,4504.0,44.2,3.3,98.2,4542.0,308138.0,6.54,6.64,10.2,68386.0,2025-08
Arunachal Pradesh,2025-08-07,28.9,309.8,-0.99,194.0,0,0,3457.0,57.1,3.0,133.0,4933.0,306685.0,6.41,6.34,10.4,69878.0,2025-08
Arunachal Pradesh,2025-08-08,29.1,294.0,3.13,178.9,0,0,4430.0,45.7,3.4,132.7,5753.0,304416.0,6.29,6.33,11.1,54639.0,2025-08
Arunachal Pradesh,2025-08-09,29.8,303.2,1.06,187.7,0,0,4544.0,42.9,3.9,120.9,5332.0,307630.0,6.2,5.46,11.2,48806.0,2025-08
Arunachal Pradesh,2025-08-10,27.7,294.7,1.6,179.6,0,0,4163.0,47.4,3.4,118.0,4943.0,309194.0,6.55,4.97,13.0,72682.0,2025-08
Arunachal Pradesh,2025-08-11,33.3,315.4,-1.58,199.2,0,0,4826.0,41.4,3.3,127.7,5206.0,310019.0,6.06,6.85,11.1,49092.0,2025-08
Arunachal Pradesh,2025-08-12,29.7,443.3,2.73,320.6,0,0,4438.0,50.6,3.8,102.8,4707.0,306402.0,5.88,5.43,8.2,71605.0,2025-08
Arunachal Pradesh,2025-08-13,27.2,344.1,-0.53,226.5,0,0,3961.0,50.2,3.8,127.3,4948.0,309483.0,5.77,4.83,8.7,54210.0,2025-08
Arunachal Pradesh,2025-08-14,29.7,368.3,0.2,249.4,0,0,4023.0,59.3,4.2,91.1,4360.0,310093.0,6.28,6.21,10.8,47244.0,2025-08
Arunachal Pradesh,2025-08-15,31.5,320.4,-1.78,204.0,0,0,3489.0,56.6,5.1,138.6,5577.0,315774.0,6.08,5.21,9.2,50520.0,2025-08
Arunachal Pradesh,2025-08-16,27.7,430.2,1.3,308.2,0,0,3617.0,54.4,3.9,137.2,4443.0,306167.0,5.95,6.77,8.6,55027.0,2025-08
Arunachal Pradesh,2025-08-17,28.8,419.9,0.3,298.4,0,0,3548.0,54.2,3.9,115.4,5214.0,310236.0,5.84,4.52,12.7,57510.0,2025-08
Arunachal Pradesh,2025-08-18,29.0,359.0,0.18,240.7,0,0,4608.0,52.1,3.3,121.3,4770.0,307716.0,6.42,6.57,11.3,72467.0,2025-08
Arunachal Pradesh,2025-08-19,28.1,268.5,1.82,154.8,0,0,4190.0,45.6,4.5,112.1,4668.0,308083.0,6.01,5.26,10.7,50222.0,2025-08
Arunachal Pradesh,2025-08-20,29.7,315.6,-1.79,199.5,0,0,4397.0,54.8,4.2,124.6,5207.0,309530.0,6.4,4.96,12.8,57947.0,2025-08
Arunachal Pradesh,2025-08-21,28.8,453.8,-1.51,330.6,0,0,3542.0,52.8,4.5,123.4,4825.0,304025.0,5.99,6.77,10.5,55096.0,2025-08
Arunachal Pradesh,2025-08-22,28.1,448.9,2.57,326.0,0,0,4771.0,55.9,4.3,113.8,5148.0,309140.0,6.04,6.26,12.2,58890.0,2025-08
Arunachal Pradesh,2025-08-23,29.1,449.4,-1.89,326.4,0,0,3963.0,42.0,3.5,117.7,5222.0,307421.0,6.08,5.44,10.4,54171.0,2025-08
Arunachal Pradesh,2025-08-24,26.0,304.9,3.71,189.3,0,0,4222.0,48.6,5.3,94.7,4531.0,307164.0,5.86,6.77,9.4,56320.0,2025-08
Arunachal Pradesh,2025-08-25,30.8,436.4,2.59,314.0,0,0,4408.0,48.4,2.7,91.4,5287.0,315044.0,5.91,5.75,9.9,69466.0,2025-08
Arunachal Pradesh,2025-08-26,27.8,457.9,-1.73,334.5,0,0,3907.0,48.6,4.7,102.2,5429.0,314506.0,5.88,5.72,8.5,46649.0,2025-08
Arunachal Pradesh,2025-08-27,28.1,315.5,-0.12,199.4,0,0,3411.0,41.2,3.7,102.3,5095.0,314774.0,6.34,5.24,11.2,57156.0,2025-08
Arunachal Pradesh,2025-08-28,25.4,391.2,3.16,271.2,0,0,3697.0,48.6,4.2,117.3,5978.0,308289.0,6.07,5.97,12.0,64090.0,2025-08
Arunachal Pradesh,2025-08-29,27.0,443.8,0.5,321.1,0,0,3968.0,47.3,5.5,119.3,5812.0,306838.0,5.68,6.53,10.4,58338.0,2025-08
Arunachal Pradesh,2025-08-30,28.0,363.5,0.18,244.9,0,0,4173.0,57.1,3.5,104.8,5954.0,305152.0,6.2,6.09,8.9,73992.0,2025-08
Arunachal Pradesh,2025-08-31,30.6,446.4,0.74,323.5,0,0,3869.0,56.0,3.3,134.4,5379.0,303839.0,6.57,6.88,9.5,52688.0,2025-08
Arunachal Pradesh,2025-09-01,27.6,391.0,-0.33,271.0,0,0,4277.0,52.6,4.9,100.3,4612.0,305985.0,6.27,6.2,12.8,47618.0,2025-09
Arunachal Pradesh,2025-09-02,26.5,398.2,3.59,277.9,0,0,4393.0,46.9,2.9,133.3,5013.0,304988.0,5.79,6.66,11.6,68716.0,2025-09
Arunachal Pradesh,2025-09-03,28.8,388.1,-1.45,268.2,0,0,3982.0,51.7,4.2,129.4,5443.0,314296.0,6.31,5.46,12.3,58940.0,2025-09
Arunachal Pradesh,2025-09-04,28.8,295.7,-0.02,180.6,0,0,4822.0,40.8,2.9,86.3,5356.0,313557.0,5.7,4.94,10.4,55399.0,2025-09
Arunachal Pradesh,2025-09-05,25.7,313.3,1.89,197.3,0,0,3748.0,58.6,3.1,118.7,4128.0,309047.0,6.15,6.31,10.5,56792.0,2025-09
Arunachal Pradesh,2025-09-06,26.4,317.7,1.55,201.5,0,0,3541.0,50.9,4.2,116.3,5373.0,311856.0,5.69,6.52,10.9,60760.0,2025-09
Arunachal Pradesh,2025-09-07,26.9,423.3,-1.17,301.7,0,0,4286.0,41.9,4.8,117.3,5122.0,309187.0,5.61,5.2,12.1,74513.0,2025-09
Arunachal Pradesh,2025-09-08,27.3,422.6,0.04,301.0,0,0,3398.0,41.3,4.2,86.0,4633.0,308295.0,5.71,5.78,10.2,51057.0,2025-09
Arunachal Pradesh,2025-09-09,30.1,475.1,-1.87,350.8,0,0,3979.0,54.8,4.1,80.3,5115.0,305584.0,5.74,6.6,9.3,66390.0,2025-09
Arunachal Pradesh,2025-09-10,25.1,368.6,-1.3,249.8,0,0,3394.0,51.8,4.9,111.0,4383.0,305096.0,5.95,6.69,8.0,47206.0,2025-09
Arunachal Pradesh,2025-09-11,26.4,427.7,-1.72,305.8,0,0,3658.0,40.5,5.4,96.5,4137.0,315855.0,6.17,6.44,12.5,59368.0,2025-09
Arunachal Pradesh,2025-09-12,26.5,436.6,2.15,314.2,0,0,4456.0,45.9,2.7,96.1,5484.0,308591.0,5.62,6.9,11.2,64026.0,2025-09
Arunachal Pradesh,2025-09-13,28.1,440.2,-1.44,317.7,0,0,4684.0,46.2,3.3,91.4,5339.0,313100.0,6.01,5.64,12.3,61610.0,2025-09
Arunachal Pradesh,2025-09-14,25.8,259.0,0.27,145.7,0,0,4409.0,41.2,4.5,137.5,4052.0,314601.0,6.18,6.37,10.5,69856.0,2025-09
Arunachal Pradesh,2025-09-15,26.9,349.9,-1.55,232.0,0,0,3584.0,45.2,4.2,137.1,5580.0,307258.0,6.5,6.73,11.9,62101.0,2025-09
Arunachal Pradesh,2025-09-16,27.8,371.6,-0.26,252.6,0,0,3368.0,40.1,5.2,138.8,5290.0,311147.0,6.58,6.8,9.9,50399.0,2025-09
Arunachal Pradesh,2025-09-17,26.7,404.1,3.38,283.5,0,0,4529.0,42.1,4.8,138.4,5754.0,313450.0,6.07,5.45,11.5,57124.0,2025-09
Arunachal Pradesh,2025-09-18,24.5,415.7,0.58,294.4,0,0,3989.0,58.7,2.6,119.5,4757.0,311356.0,6.5,5.95,12.1,68154.0,2025-09
Arunachal Pradesh,2025-09-19,25.9,421.6,1.0,300.0,0,0,3847.0,48.4,3.2,126.1,4187.0,311395.0,5.88,6.48,9.9,45675.0,2025-09
Arunachal Pradesh,2025-09-20,27.1,385.7,-1.74,266.0,0,0,4494.0,48.9,5.4,120.4,5474.0,306995.0,6.57,6.81,9.1,74536.0,2025-09
Arunachal Pradesh,2025-09-21,26.6,300.5,-0.12,185.2,0,0,4870.0,59.1,2.9,124.8,5722.0,309665.0,5.93,5.52,11.0,51927.0,2025-09
Arunachal Pradesh,2025-09-22,27.4,263.5,1.54,150.0,0,0,3698.0,41.8,4.0,89.7,4229.0,313734.0,5.84,5.7,12.6,53172.0,2025-09
Arunachal Pradesh,2025-09-23,25.7,470.7,0.71,346.6,0,0,3784.0,58.9,3.3,119.4,4182.0,312259.0,6.06,5.69,11.3,72372.0,2025-09
Arunachal Pradesh,2025-09-24,28.4,301.4,-0.95,186.0,0,0,3375.0,41.1,2.6,84.9,4752.0,304881.0,5.6,6.75,9.1,68380.0,2025-09
Arunachal Pradesh,2025-09-25,23.6,437.5,0.51,315.1,0,0,4557.0,50.0,5.1,125.3,4321.0,312019.0,6.48,4.94,12.4,47089.0,2025-09
Arunachal Pradesh,2025-09-26,25.5,392.0,0.62,272.0,0,0,3599.0,41.7,3.3,121.4,4933.0,313176.0,6.34,5.46,8.8,53975.0,2025-09
Arunachal Pradesh,2025-09-27,26.8,433.4,0.98,311.3,0,0,4751.0,47.3,5.2,86.3,4239.0,308884.0,6.15,5.3,10.7,63649.0,2025-09
Arunachal Pradesh,2025-09-28,24.1,471.6,0.89,347.5,0,0,4618.0,47.5,4.2,94.0,4176.0,315573.0,6.53,5.57,12.1,74476.0,2025-09
Arunachal Pradesh,2025-09-29,25.0,300.6,-0.99,185.2,0,0,4541.0,45.1,5.3,125.3,5159.0,314597.0,6.49,6.12,8.5,67808.0,2025-09
Arunachal Pradesh,2025-09-30,23.7,339.7,-0.28,222.4,0,0,4320.0,56.1,3.9,121.3,5794.0,307527.0,5.82,6.59,11.6,74444.0,2025-09
Arunachal Pradesh,2025-10-01,26.4,120.7,-1.67,14.5,0,0,13455.0,43.9,4.8,82.6,5717.0,312323.0,6.03,4.94,8.6,46138.0,2025-10
Arunachal Pradesh,2025-10-02,24.2,90.7,-1.68,-13.9,0,0,15236.0,55.0,4.0,111.7,5810.0,310971.0,6.12,6.58,12.8,66377.0,2025-10
Arunachal Pradesh,2025-10-03,27.0,93.9,1.23,-10.9,0,0,15717.0,47.8,3.2,103.6,5490.0,304111.0,6.38,6.01,9.1,72043.0,2025-10
Arunachal Pradesh,2025-10-04,23.6,140.2,2.88,33.0,0,0,12814.0,41.8,5.5,96.6,5062.0,303916.0,6.57,6.73,12.7,46209.0,2025-10
Arunachal Pradesh,2025-10-05,25.9,98.8,0.69,-6.3,0,0,13283.0,43.5,3.4,85.0,5154.0,315853.0,5.83,5.01,12.9,56927.0,2025-10
Arunachal Pradesh,2025-10-06,25.9,152.0,-1.74,44.2,0,0,15232.0,50.4,4.9,86.2,4798.0,312284.0,5.92,6.19,10.6,51983.0,2025-10
Arunachal Pradesh,2025-10-07,25.6,122.7,-1.63,16.4,0,0,14227.0,48.2,2.9,89.3,4352.0,309194.0,6.29,6.18,8.8,72171.0,2025-10
Arunachal Pradesh,2025-10-08,25.7,136.3,-1.69,29.3,0,0,16587.0,40.8,4.4,110.2,4947.0,306155.0,5.7,6.96,12.8,61648.0,2025-10
Arunachal Pradesh,2025-10-09,28.2,113.9,1.3,8.1,0,0,14316.0,40.5,3.9,106.1,5297.0,303550.0,6.43,6.77,10.5,58211.0,2025-10
Arunachal Pradesh,2025-10-10,27.4,156.7,2.8,48.7,0,0,12469.0,43.4,4.0,95.5,5285.0,314331.0,6.12,5.95,12.2,53702.0,2025-10
Arunachal Pradesh,2025-10-11,24.1,114.6,2.3,8.7,0,0,15043.0,57.1,4.0,112.4,4782.0,309144.0,6.54,6.04,12.7,69097.0,2025-10
Arunachal Pradesh,2025-10-12,25.0,136.8,0.94,29.8,0,0,13435.0,42.0,3.2,93.9,5040.0,306135.0,6.55,6.16,12.1,74712.0,2025-10
Arunachal Pradesh,2025-10-13,26.7,161.0,0.13,52.7,0,0,15185.0,40.3,3.0,115.9,5650.0,306336.0,6.48,6.52,10.8,53013.0,2025-10
Arunachal Pradesh,2025-10-14,23.6,136.7,-1.17,29.7,0,0,12910.0,46.3,3.0,88.0,4782.0,315362.0,6.22,6.92,8.7,58241.0,2025-10
Arunachal Pradesh,2025-10-15,23.1,122.8,-1.53,16.5,0,0,14336.0,49.4,4.0,108.1,5551.0,313777.0,6.06,6.97,10.4,47388.0,2025-10
Arunachal Pradesh,2025-10-16,21.5,153.6,2.45,45.7,0,0,15467.0,51.8,3.1,88.8,4576.0,304175.0,6.17,5.93,8.7,63028.0,2025-10
Arunachal Pradesh,2025-10-17,24.0,123.6,0.85,17.3,0,0,16377.0,43.2,4.9,131.9,4033.0,308129.0,5.69,6.67,11.4,73095.0,2025-10
Arunachal Pradesh,2025-10-18,23.1,109.5,0.15,3.9,0,0,12958.0,53.4,4.2,89.7,5032.0,303965.0,6.0,5.6,10.5,59123.0,2025-10
