state,date,month,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,year,month_num,quarter,season,climate_stress,agri_stress,econ_stress
Karnataka,2024-01-01,2024-01,24.7,717.0,-3.32,244.2,0,0,26841.0,56.6,5.4,107.9,9096.0,500000.0,4.68,4.57,8.0,100000000.0,2024,1,1,Winter,15.53,9.74,9.25
Karnataka,2024-01-31,2024-01,23.1,512.1,-4.9,145.8,0,0,20265.0,44.2,5.4,114.2,9478.0,502434.0,4.94,5.52,7.0,100486755.0,2024,1,1,Winter,12.190000000000001,10.98,10.46
Karnataka,2024-03-01,2024-03,27.1,167.5,-0.95,-19.6,0,0,18205.0,35.8,1.0,110.2,8448.0,504879.0,5.48,5.91,4.6,100975879.0,2024,3,1,Summer,1.9300000000000002,7.42,11.39
Karnataka,2024-03-31,2024-03,34.0,0.0,6.03,-100.0,0,10,12300.0,57.5,6.2,99.9,9419.0,507337.0,5.24,6.79,6.8,101467385.0,2024,3,1,Summer,11.030000000000001,10.45,12.030000000000001
Karnataka,2024-04-30,2024-04,29.8,0.0,1.81,-100.0,0,10,9147.0,49.6,24.7,94.2,9134.0,509806.0,5.01,6.47,5.3,101961282.0,2024,4,2,Summer,6.8100000000000005,29.74,11.48
Karnataka,2024-05-30,2024-05,37.2,272.9,9.24,31.0,0,0,28737.0,50.0,3.0,96.5,8622.0,512288.0,4.26,6.07,10.1,102457584.0,2024,5,2,Summer,10.790000000000001,8.0,10.33
Karnataka,2024-06-29,2024-06,29.3,486.5,1.29,133.5,0,0,29897.0,45.1,2.3,99.8,9543.0,514782.0,4.78,4.94,10.7,102956301.0,2024,6,2,Monsoon,7.965,7.79,9.72
Karnataka,2024-07-29,2024-07,33.0,448.3,5.03,115.2,0,0,29563.0,49.1,4.9,127.8,9279.0,517287.0,4.23,4.6,7.4,103457446.0,2024,7,3,Monsoon,10.79,9.99,8.83
Karnataka,2024-08-28,2024-08,28.9,256.7,0.89,23.2,0,0,27056.0,39.7,1.1,93.9,8695.0,519805.0,5.28,4.59,7.6,103961031.0,2024,8,3,Monsoon,2.05,7.129999999999999,9.870000000000001
Karnataka,2024-09-27,2024-09,23.6,0.0,-4.35,-100.0,0,10,25990.0,47.6,25.2,98.6,9243.0,522335.0,4.73,4.21,7.9,104467066.0,2024,9,3,Monsoon,9.35,30.439999999999998,8.940000000000001
Karnataka,2024-10-27,2024-10,17.2,0.0,-10.81,-100.0,0,10,21879.0,40.3,19.1,97.1,8395.0,524878.0,3.24,4.24,7.2,104975565.0,2024,10,4,Post-Monsoon,15.81,25.07,7.48
Karnataka,2024-11-26,2024-11,22.5,130.3,-5.51,-37.4,0,10,24192.0,51.1,29.6,95.7,9745.0,527433.0,3.92,4.82,6.3,105486539.0,2024,11,4,Post-Monsoon,7.38,34.49,8.74
Kerala,2024-01-01,2024-01,26.9,325.0,-1.07,56.0,0,0,12357.0,51.9,4.0,94.0,4806.0,300000.0,6.88,6.27,8.1,60000000.0,2024,1,1,Winter,3.87,8.81,13.149999999999999
Kerala,2024-01-31,2024-01,24.6,591.5,-3.38,183.9,0,0,12409.0,55.0,5.5,108.7,5595.0,301460.0,5.92,6.28,8.1,60292053.0,2024,1,1,Winter,12.575,10.0,12.2
Kerala,2024-03-01,2024-03,30.9,118.6,2.88,-43.1,0,10,14279.0,42.2,20.5,118.7,4317.0,302928.0,6.1,6.44,6.7,60585528.0,2024,3,1,Summer,5.035,26.28,12.54
Kerala,2024-03-31,2024-03,32.8,0.0,4.83,-100.0,0,10,11461.0,46.0,21.5,110.8,5380.0,304402.0,6.31,6.99,7.4,60880431.0,2024,3,1,Summer,9.83,26.9,13.3
Kerala,2024-04-30,2024-04,30.4,0.0,2.37,-100.0,0,10,4423.0,52.3,17.2,107.8,4261.0,305884.0,6.45,6.48,9.5,61176769.0,2024,4,2,Summer,7.37,21.97,12.93
Kerala,2024-05-30,2024-05,33.4,170.8,5.4,-18.0,0,0,15550.0,57.9,5.0,102.4,4513.0,307373.0,6.41,6.29,9.9,61474550.0,2024,5,2,Summer,6.300000000000001,9.21,12.7
Kerala,2024-06-29,2024-06,32.5,503.4,4.47,141.6,0,0,18590.0,54.9,4.5,81.3,4778.0,308869.0,5.74,5.74,8.6,61773781.0,2024,6,2,Monsoon,11.55,9.01,11.48
Kerala,2024-07-29,2024-07,30.7,682.2,2.73,227.5,0,0,12346.0,63.6,4.5,72.6,4193.0,310372.0,5.63,5.25,5.9,62074468.0,2024,7,3,Monsoon,14.105,8.14,10.879999999999999
Kerala,2024-08-28,2024-08,31.2,131.0,3.17,-37.1,0,10,19414.0,51.7,24.4,120.8,4697.0,311883.0,5.75,4.85,8.5,62376618.0,2024,8,3,Monsoon,5.025,29.229999999999997,10.6
Kerala,2024-09-27,2024-09,29.8,0.0,1.77,-100.0,0,10,20478.0,52.6,27.0,143.1,4697.0,313401.0,5.88,4.78,10.0,62680240.0,2024,9,3,Monsoon,6.77,31.740000000000002,10.66
Kerala,2024-10-27,2024-10,23.4,0.0,-4.63,-100.0,0,10,13781.0,61.5,25.9,131.2,5016.0,314927.0,6.44,4.74,6.6,62985339.0,2024,10,4,Post-Monsoon,9.629999999999999,29.75,11.18
Kerala,2024-11-26,2024-11,23.6,169.4,-4.44,-18.7,0,0,10192.0,51.6,6.4,140.3,5068.0,316460.0,5.48,5.15,8.3,63291923.0,2024,11,4,Post-Monsoon,5.375,11.24,10.63
Madhya Pradesh,2024-01-01,2024-01,22.3,213.4,-4.75,132.8,0,0,20022.0,38.3,5.6,80.6,9600.0,300000.0,5.62,5.41,8.1,60000000.0,2024,1,1,Winter,11.39,11.77,11.030000000000001
Madhya Pradesh,2024-01-31,2024-01,23.3,314.3,-3.68,242.8,0,0,18762.0,47.7,1.9,123.7,9359.0,301460.0,6.09,6.48,7.9,60292053.0,2024,1,1,Winter,15.82,7.129999999999999,12.57
Madhya Pradesh,2024-03-01,2024-03,27.7,72.6,0.71,-20.8,0,10,25903.0,37.9,22.7,130.0,8839.0,302928.0,5.79,6.39,8.9,60585528.0,2024,3,1,Summer,1.75,28.91,12.18
Madhya Pradesh,2024-03-31,2024-03,31.3,0.0,4.3,-100.0,0,10,20516.0,47.8,29.0,109.1,10083.0,304402.0,5.58,6.97,5.4,60880431.0,2024,3,1,Summer,9.3,34.22,12.55
Madhya Pradesh,2024-04-30,2024-04,33.0,0.0,5.96,-100.0,0,10,7842.0,45.3,27.8,105.4,9764.0,305884.0,5.82,6.76,9.4,61176769.0,2024,4,2,Summer,10.96,33.27,12.58
Madhya Pradesh,2024-05-30,2024-05,30.3,76.3,3.34,-16.8,0,0,29742.0,50.4,6.6,92.7,8580.0,307373.0,7.35,6.4,7.0,61474550.0,2024,5,2,Summer,4.18,11.559999999999999,13.75
Madhya Pradesh,2024-06-29,2024-06,32.8,296.3,5.82,223.2,0,0,21358.0,55.3,0.0,77.9,8889.0,308869.0,5.95,5.27,8.8,61773781.0,2024,6,2,Monsoon,16.98,4.470000000000001,11.219999999999999
Madhya Pradesh,2024-07-29,2024-07,29.5,259.3,2.46,182.8,0,0,25505.0,49.1,5.9,117.2,8708.0,310372.0,5.58,5.57,7.9,62074468.0,2024,7,3,Monsoon,11.600000000000001,10.99,11.15
Madhya Pradesh,2024-08-28,2024-08,29.6,75.4,2.56,-17.7,0,0,26098.0,43.8,5.8,132.1,9245.0,311883.0,5.94,4.74,12.5,62376618.0,2024,8,3,Monsoon,3.4450000000000003,11.42,10.68
Madhya Pradesh,2024-09-27,2024-09,25.6,0.0,-1.41,-100.0,0,10,30968.0,50.9,27.0,103.6,8352.0,313401.0,5.84,5.35,10.6,62680240.0,2024,9,3,Monsoon,6.41,31.91,11.19
Madhya Pradesh,2024-10-27,2024-10,22.2,0.0,-4.77,-100.0,0,10,23327.0,42.4,23.0,111.7,9619.0,314927.0,6.24,5.04,9.8,62985339.0,2024,10,4,Post-Monsoon,9.77,28.759999999999998,11.280000000000001
Madhya Pradesh,2024-11-26,2024-11,23.7,114.0,-3.35,24.4,0,0,21692.0,53.5,5.9,104.8,10301.0,316460.0,5.04,5.22,10.7,63291923.0,2024,11,4,Post-Monsoon,4.57,10.55,10.26
Maharashtra,2024-01-01,2024-01,25.3,252.0,-1.72,174.9,0,0,24043.0,48.8,0.0,107.6,9645.0,500000.0,4.48,4.78,6.6,100000000.0,2024,1,1,Winter,10.465000000000002,5.12,9.260000000000002
Maharashtra,2024-01-31,2024-01,25.9,227.1,-1.14,147.8,0,0,24508.0,38.9,4.6,95.8,8575.0,502434.0,5.35,6.07,6.6,100486755.0,2024,1,1,Winter,8.530000000000001,10.71,11.42
Maharashtra,2024-03-01,2024-03,27.6,88.1,0.65,-3.9,0,0,19092.0,53.3,6.8,107.9,8402.0,504879.0,4.98,5.96,3.3,100975879.0,2024,3,1,Summer,0.845,11.469999999999999,10.940000000000001
Maharashtra,2024-03-31,2024-03,29.7,0.0,2.69,-100.0,0,10,23521.0,42.0,8.6,97.3,9007.0,507337.0,4.04,6.67,6.2,101467385.0,2024,3,1,Summer,7.6899999999999995,14.399999999999999,10.71
Maharashtra,2024-04-30,2024-04,29.7,0.0,2.69,-100.0,0,10,7587.0,44.4,26.9,108.4,8556.0,509806.0,4.38,5.98,10.6,101961282.0,2024,4,2,Summer,7.6899999999999995,32.46,10.36
Maharashtra,2024-05-30,2024-05,30.0,58.3,2.99,-36.4,0,10,24638.0,43.1,27.2,134.5,8800.0,512288.0,5.31,6.37,6.4,102457584.0,2024,5,2,Summer,4.8100000000000005,32.89,11.68
Maharashtra,2024-06-29,2024-06,33.6,309.9,6.65,238.1,0,0,28213.0,37.9,7.8,64.8,8237.0,514782.0,4.65,4.75,9.7,102956301.0,2024,6,2,Monsoon,18.555,14.01,9.4
Maharashtra,2024-07-29,2024-07,30.7,297.6,3.75,224.7,0,0,33818.0,57.8,3.3,88.7,9092.0,517287.0,3.92,4.77,4.6,103457446.0,2024,7,3,Monsoon,14.985,7.5200000000000005,8.69
Maharashtra,2024-08-28,2024-08,27.0,67.0,-0.02,-26.9,0,10,35327.0,55.3,31.0,124.2,9512.0,519805.0,4.21,4.08,5.5,103961031.0,2024,8,3,Monsoon,1.365,35.47,8.29
Maharashtra,2024-09-27,2024-09,24.7,0.0,-2.35,-100.0,0,10,30200.0,42.2,27.3,83.6,8998.0,522335.0,4.23,4.04,8.4,104467066.0,2024,9,3,Monsoon,7.35,33.08,8.27
Maharashtra,2024-10-27,2024-10,24.6,0.0,-2.38,-100.0,0,10,20865.0,48.5,23.6,119.1,9044.0,524878.0,3.95,4.4,9.2,104975565.0,2024,10,4,Post-Monsoon,7.38,28.75,8.350000000000001
Maharashtra,2024-11-26,2024-11,20.3,82.8,-6.65,-9.6,0,0,27983.0,44.0,1.6,85.7,8067.0,527433.0,4.24,4.48,6.3,105486539.0,2024,11,4,Post-Monsoon,7.130000000000001,7.199999999999999,8.72
Manipur,2024-01-01,2024-01,23.5,208.1,-3.5,127.0,0,0,11802.0,62.6,4.6,112.6,4488.0,300000.0,6.59,5.86,7.9,60000000.0,2024,1,1,Winter,9.85,8.34,12.45
Manipur,2024-01-31,2024-01,22.9,268.7,-4.14,193.2,0,0,16450.0,57.9,8.7,95.5,4520.0,301460.0,6.24,5.97,10.4,60292053.0,2024,1,1,Winter,13.8,12.91,12.21
Manipur,2024-03-01,2024-03,27.5,77.7,0.49,-15.2,0,0,11107.0,64.4,8.3,130.9,4756.0,302928.0,6.2,6.57,7.3,60585528.0,2024,3,1,Summer,1.25,11.86,12.77
Manipur,2024-03-31,2024-03,28.6,0.0,1.56,-100.0,0,10,9313.0,46.2,5.4,106.5,4926.0,304402.0,5.56,6.96,11.5,60880431.0,2024,3,1,Summer,6.5600000000000005,10.780000000000001,12.52
Manipur,2024-04-30,2024-04,28.4,0.0,1.43,-100.0,0,10,4534.0,57.6,20.2,89.3,4415.0,305884.0,5.68,6.8,4.8,61176769.0,2024,4,2,Summer,6.43,24.439999999999998,12.48
Manipur,2024-05-30,2024-05,30.6,85.8,3.56,-6.4,0,0,6383.0,63.9,4.9,133.2,4771.0,307373.0,5.71,6.29,7.2,61474550.0,2024,5,2,Summer,3.88,8.510000000000002,12.0
Manipur,2024-06-29,2024-06,32.0,361.3,4.95,294.1,0,0,13193.0,50.0,6.4,106.0,5383.0,308869.0,5.53,5.6,9.6,61773781.0,2024,6,2,Monsoon,19.655,11.4,11.129999999999999
Manipur,2024-07-29,2024-07,31.2,238.4,4.22,160.1,0,0,18681.0,54.0,4.7,82.4,4587.0,310372.0,5.91,4.63,4.8,62074468.0,2024,7,3,Monsoon,12.224999999999998,9.3,10.54
Manipur,2024-08-28,2024-08,27.0,64.1,-0.04,-30.1,0,10,14321.0,59.6,26.1,83.9,5746.0,311883.0,5.7,5.07,3.5,62376618.0,2024,8,3,Monsoon,1.5450000000000002,30.14,10.77
Manipur,2024-09-27,2024-09,24.5,0.0,-2.54,-100.0,0,10,14187.0,51.3,24.9,51.5,5442.0,313401.0,5.75,4.64,11.8,62680240.0,2024,9,3,Monsoon,7.54,29.77,10.39
Manipur,2024-10-27,2024-10,23.3,0.0,-3.68,-100.0,0,10,13768.0,55.3,24.2,110.3,4219.0,314927.0,5.81,5.05,9.3,62985339.0,2024,10,4,Post-Monsoon,8.68,28.67,10.86
Manipur,2024-11-26,2024-11,23.0,133.8,-3.96,46.0,0,0,10730.0,48.7,7.4,105.9,4322.0,316460.0,4.93,5.53,9.4,63291923.0,2024,11,4,Post-Monsoon,6.26,12.530000000000001,10.46
Meghalaya,2024-01-01,2024-01,19.5,714.3,-4.55,206.1,0,0,13119.0,46.9,4.9,123.3,4633.0,300000.0,6.25,6.98,4.8,60000000.0,2024,1,1,Winter,14.855,10.21,13.23
Meghalaya,2024-01-31,2024-01,22.9,560.7,-1.12,140.3,0,0,10055.0,60.7,5.6,79.7,5031.0,301460.0,6.86,6.21,9.6,60292053.0,2024,1,1,Winter,8.135000000000002,9.53,13.07
Meghalaya,2024-03-01,2024-03,24.4,234.2,0.45,0.4,0,0,13029.0,55.9,7.1,92.7,4586.0,302928.0,5.98,6.54,7.9,60585528.0,2024,3,1,Summer,0.47000000000000003,11.51,12.52
Meghalaya,2024-03-31,2024-03,26.7,0.0,2.7,-100.0,0,10,12207.0,40.4,1.8,108.7,5452.0,304402.0,6.16,6.34,10.5,60880431.0,2024,3,1,Summer,7.7,7.76,12.5
Meghalaya,2024-04-30,2024-04,28.4,0.0,4.38,-100.0,0,10,2637.0,58.1,22.0,141.1,5010.0,305884.0,5.79,6.33,8.1,61176769.0,2024,4,2,Summer,9.379999999999999,26.189999999999998,12.120000000000001
Meghalaya,2024-05-30,2024-05,31.9,300.5,7.9,28.8,0,0,12816.0,61.9,4.5,87.1,4600.0,307373.0,6.63,6.14,9.7,61474550.0,2024,5,2,Summer,9.34,8.31,12.77
Meghalaya,2024-06-29,2024-06,32.6,490.7,8.64,110.3,0,0,13552.0,55.6,2.1,132.5,5162.0,308869.0,5.63,6.03,10.4,61773781.0,2024,6,2,Monsoon,14.155000000000001,6.539999999999999,11.66
Meghalaya,2024-07-29,2024-07,28.2,672.5,4.24,188.2,0,0,14243.0,47.2,4.1,117.7,4961.0,310372.0,6.92,5.25,10.3,62074468.0,2024,7,3,Monsoon,13.65,9.379999999999999,12.17
Meghalaya,2024-08-28,2024-08,28.4,176.8,4.38,-24.2,0,10,14459.0,56.5,34.6,85.0,4787.0,311883.0,6.05,5.32,7.6,62376618.0,2024,8,3,Monsoon,5.59,38.95,11.370000000000001
Meghalaya,2024-09-27,2024-09,19.8,0.0,-4.18,-100.0,0,10,18445.0,47.8,25.3,118.4,4666.0,313401.0,6.37,4.74,8.9,62680240.0,2024,9,3,Monsoon,9.18,30.520000000000003,11.11
Meghalaya,2024-10-27,2024-10,15.4,0.0,-8.58,-100.0,0,10,16496.0,52.8,28.2,125.6,5034.0,314927.0,6.05,5.01,8.8,62985339.0,2024,10,4,Post-Monsoon,13.58,32.92,11.059999999999999
Meghalaya,2024-11-26,2024-11,17.5,243.9,-6.52,4.5,0,0,14047.0,50.8,6.5,87.1,5515.0,316460.0,6.11,5.77,11.0,63291923.0,2024,11,4,Post-Monsoon,6.744999999999999,11.42,11.879999999999999
Mizoram,2024-01-01,2024-01,20.4,996.3,-3.65,327.0,0,0,11197.0,50.2,3.8,108.5,6031.0,300000.0,6.43,5.66,7.2,60000000.0,2024,1,1,Winter,20.0,8.78,12.09
Mizoram,2024-01-31,2024-01,23.4,527.1,-0.6,125.9,0,0,9438.0,62.1,5.1,98.4,5226.0,301460.0,6.48,6.56,11.9,60292053.0,2024,1,1,Winter,6.895,8.89,13.04
Mizoram,2024-03-01,2024-03,22.2,267.8,-1.8,14.8,0,0,9450.0,54.1,6.3,119.7,5594.0,302928.0,5.7,6.6,5.7,60585528.0,2024,3,1,Summer,2.54,10.89,12.3
Mizoram,2024-03-31,2024-03,23.9,0.0,-0.14,-100.0,0,10,18215.0,56.6,6.7,103.9,4823.0,304402.0,5.8,7.1,8.1,60880431.0,2024,3,1,Summer,5.14,11.04,12.899999999999999
Mizoram,2024-04-30,2024-04,30.7,0.0,6.69,-100.0,0,10,5338.0,55.8,24.1,126.4,4497.0,305884.0,6.32,6.61,9.6,61176769.0,2024,4,2,Summer,11.690000000000001,28.520000000000003,12.93
Mizoram,2024-05-30,2024-05,25.6,328.1,1.57,40.6,0,0,18420.0,54.4,9.0,57.6,4696.0,307373.0,5.43,6.33,3.0,61474550.0,2024,5,2,Summer,3.6000000000000005,13.56,11.76
Mizoram,2024-06-29,2024-06,28.1,874.2,4.1,274.7,0,0,18891.0,50.0,4.9,89.9,5420.0,308869.0,5.91,5.31,11.4,61773781.0,2024,6,2,Monsoon,17.835,9.9,11.219999999999999
Mizoram,2024-07-29,2024-07,23.3,522.9,-0.69,124.1,0,0,16640.0,53.2,4.3,92.2,4539.0,310372.0,6.39,5.44,12.0,62074468.0,2024,7,3,Monsoon,6.895,8.98,11.83
Mizoram,2024-08-28,2024-08,24.0,236.6,0.01,1.4,0,0,19846.0,61.1,4.0,130.4,5499.0,311883.0,5.53,5.46,10.9,62376618.0,2024,8,3,Monsoon,0.07999999999999999,7.89,10.99
Mizoram,2024-09-27,2024-09,20.6,0.0,-3.4,-100.0,0,10,13705.0,54.9,26.2,81.9,5162.0,313401.0,5.88,5.14,6.8,62680240.0,2024,9,3,Monsoon,8.4,30.71,11.02
Mizoram,2024-10-27,2024-10,17.5,0.0,-6.47,-100.0,0,10,9170.0,52.7,28.6,104.0,5142.0,314927.0,5.59,4.75,7.9,62985339.0,2024,10,4,Post-Monsoon,11.469999999999999,33.33,10.34
Mizoram,2024-11-26,2024-11,19.2,269.3,-4.76,15.4,0,0,11379.0,52.6,6.8,117.4,4327.0,316460.0,5.47,5.67,8.5,63291923.0,2024,11,4,Post-Monsoon,5.529999999999999,11.54,11.14
Nagaland,2024-01-01,2024-01,24.1,165.9,-2.91,81.0,0,0,12303.0,50.0,10.8,86.4,5257.0,300000.0,6.18,5.63,5.4,60000000.0,2024,1,1,Winter,6.96,15.8,11.809999999999999
Nagaland,2024-01-31,2024-01,21.4,346.4,-5.57,277.9,0,0,12431.0,57.4,6.1,112.7,5555.0,301460.0,6.14,5.73,8.9,60292053.0,2024,1,1,Winter,19.465,10.36,11.870000000000001
Nagaland,2024-03-01,2024-03,27.7,71.1,0.66,-22.5,0,10,12984.0,58.4,24.3,138.0,4934.0,302928.0,5.32,7.26,10.8,60585528.0,2024,3,1,Summer,1.7850000000000001,28.46,12.58
Nagaland,2024-03-31,2024-03,32.6,0.0,5.6,-100.0,0,10,9661.0,54.4,28.3,56.5,5424.0,304402.0,6.05,7.18,7.3,60880431.0,2024,3,1,Summer,10.6,32.86,13.23
Nagaland,2024-04-30,2024-04,33.7,0.0,6.69,-100.0,0,10,4465.0,56.7,24.7,103.8,5355.0,305884.0,6.27,6.73,9.5,61176769.0,2024,4,2,Summer,11.690000000000001,29.03,13.0
Nagaland,2024-05-30,2024-05,36.1,139.9,9.12,52.7,0,0,13694.0,53.7,6.5,114.8,5308.0,307373.0,6.64,6.52,9.6,61474550.0,2024,5,2,Summer,11.754999999999999,11.129999999999999,13.16
Nagaland,2024-06-29,2024-06,30.8,323.4,3.83,252.8,0,0,12194.0,52.3,8.3,116.2,5184.0,308869.0,5.17,5.51,8.8,61773781.0,2024,6,2,Monsoon,16.47,13.07,10.68
Nagaland,2024-07-29,2024-07,30.8,353.3,3.79,285.4,0,0,20515.0,53.3,4.3,99.6,4848.0,310372.0,6.05,4.96,13.8,62074468.0,2024,7,3,Monsoon,18.06,8.969999999999999,11.01
Nagaland,2024-08-28,2024-08,25.1,110.5,-1.93,20.6,0,0,17400.0,49.7,0.2,78.6,5475.0,311883.0,6.76,5.11,9.1,62376618.0,2024,8,3,Monsoon,2.96,5.2299999999999995,11.870000000000001
Nagaland,2024-09-27,2024-09,26.6,0.0,-0.38,-100.0,0,10,20132.0,54.2,24.7,101.4,5581.0,313401.0,5.89,4.51,9.2,62680240.0,2024,9,3,Monsoon,5.38,29.28,10.399999999999999
Nagaland,2024-10-27,2024-10,20.3,0.0,-6.7,-100.0,0,10,9774.0,59.9,25.7,110.0,5095.0,314927.0,6.13,4.56,9.7,62985339.0,2024,10,4,Post-Monsoon,11.7,29.71,10.69
Nagaland,2024-11-26,2024-11,21.5,111.4,-5.54,21.5,0,0,14403.0,58.4,0.0,86.9,4085.0,316460.0,5.92,4.73,7.3,63291923.0,2024,11,4,Post-Monsoon,6.615,4.16,10.65
Odisha,2024-01-01,2024-01,25.7,256.0,-1.33,179.3,0,0,13227.0,54.3,9.1,119.1,5806.0,200000.0,8.29,7.07,13.9,40000000.0,2024,1,1,Winter,10.295,13.67,15.36
Odisha,2024-01-31,2024-01,27.8,146.7,0.76,60.1,0,0,15156.0,58.7,9.9,101.5,4199.0,200974.0,7.83,7.15,9.7,40194702.0,2024,1,1,Winter,3.7649999999999997,14.030000000000001,14.98
Odisha,2024-03-01,2024-03,23.6,90.1,-3.41,-1.7,0,0,11409.0,65.9,2.5,96.5,5062.0,201952.0,9.04,7.22,12.6,40390352.0,2024,3,1,Summer,3.495,5.909999999999999,16.259999999999998
Odisha,2024-03-31,2024-03,30.3,0.0,3.27,-100.0,0,10,13324.0,63.5,5.1,87.5,5097.0,202935.0,9.16,7.11,10.0,40586954.0,2024,3,1,Summer,8.27,8.75,16.27
Odisha,2024-04-30,2024-04,27.2,0.0,0.2,-100.0,0,10,4258.0,51.9,21.0,99.3,4785.0,203923.0,8.21,7.68,9.7,40784513.0,2024,4,2,Summer,5.2,25.810000000000002,15.89
Odisha,2024-05-30,2024-05,29.4,110.1,2.39,20.1,0,0,12923.0,54.6,0.8,69.9,5380.0,204915.0,7.08,6.86,13.9,40983034.0,2024,5,2,Summer,3.3950000000000005,5.34,13.940000000000001
Odisha,2024-06-29,2024-06,32.1,179.8,5.06,96.2,0,0,15247.0,53.5,0.6,85.0,5160.0,205913.0,9.1,6.36,11.9,41182521.0,2024,6,2,Monsoon,9.870000000000001,5.25,15.46
Odisha,2024-07-29,2024-07,28.5,170.9,1.47,86.4,0,0,19021.0,55.6,0.0,96.8,5336.0,206915.0,9.08,5.44,12.0,41382979.0,2024,7,3,Monsoon,5.79,4.4399999999999995,14.52
Odisha,2024-08-28,2024-08,26.9,117.9,-0.13,28.7,0,0,15640.0,53.4,2.7,84.1,5538.0,207922.0,8.6,5.77,11.7,41584412.0,2024,8,3,Monsoon,1.565,7.36,14.37
Odisha,2024-09-27,2024-09,22.5,0.0,-4.47,-100.0,0,10,15064.0,54.7,30.7,85.8,4243.0,208934.0,8.52,4.75,11.4,41786827.0,2024,9,3,Monsoon,9.469999999999999,35.23,13.27
Odisha,2024-10-27,2024-10,21.6,0.0,-5.39,-100.0,0,10,7672.0,56.3,20.2,110.2,4209.0,209951.0,8.73,5.34,12.9,41990226.0,2024,10,4,Post-Monsoon,10.39,24.57,14.07
Odisha,2024-11-26,2024-11,21.8,63.2,-5.21,-31.1,0,10,14148.0,55.7,23.6,132.2,5448.0,210973.0,8.72,5.9,13.1,42194616.0,2024,11,4,Post-Monsoon,6.765000000000001,28.03,14.620000000000001
Punjab,2024-01-01,2024-01,26.6,58.3,-5.44,75.0,0,0,28389.0,74.2,2.3,85.6,12394.0,300000.0,5.52,5.74,10.2,60000000.0,2024,1,1,Winter,9.190000000000001,4.879999999999999,11.26
Punjab,2024-01-31,2024-01,33.4,92.0,1.43,176.1,0,0,24077.0,85.4,4.6,95.5,12175.0,301460.0,6.08,6.12,9.4,60292053.0,2024,1,1,Winter,10.235,6.059999999999999,12.2
Punjab,2024-03-01,2024-03,30.6,35.5,-1.4,6.4,0,0,31012.0,79.5,6.3,128.2,12451.0,302928.0,6.36,6.05,11.3,60585528.0,2024,3,1,Summer,1.72,8.35,12.41
Punjab,2024-03-31,2024-03,34.3,0.0,2.28,-100.0,0,10,30113.0,86.2,7.1,119.1,12644.0,304402.0,5.83,6.93,11.4,60880431.0,2024,3,1,Summer,7.279999999999999,8.479999999999999,12.76
Punjab,2024-04-30,2024-04,37.6,0.0,5.56,-100.0,0,10,10969.0,79.3,26.1,102.2,12483.0,305884.0,5.31,6.45,8.4,61176769.0,2024,4,2,Summer,10.559999999999999,28.17,11.76
Punjab,2024-05-30,2024-05,35.9,27.6,3.94,-17.3,0,0,35939.0,75.6,4.6,89.0,12546.0,307373.0,5.61,6.82,7.3,61474550.0,2024,5,2,Summer,4.805,7.04,12.43
Punjab,2024-06-29,2024-06,35.8,28.2,3.78,-15.5,0,0,38699.0,91.3,1.9,82.7,12985.0,308869.0,5.72,5.86,6.6,61773781.0,2024,6,2,Monsoon,4.555,2.7700000000000005,11.58
Punjab,2024-07-29,2024-07,31.5,128.4,-0.53,285.2,0,0,40704.0,93.9,3.1,76.1,12960.0,310372.0,5.8,5.4,8.3,62074468.0,2024,7,3,Monsoon,14.79,3.7099999999999995,11.2
Punjab,2024-08-28,2024-08,35.3,30.8,3.29,-7.5,0,0,45004.0,92.0,3.0,95.0,12644.0,311883.0,5.95,4.78,6.0,62376618.0,2024,8,3,Monsoon,3.665,3.8,10.73
Punjab,2024-09-27,2024-09,30.7,0.0,-1.35,-100.0,0,10,39452.0,89.1,24.6,115.9,11626.0,313401.0,6.16,5.33,9.0,62680240.0,2024,9,3,Monsoon,6.35,25.69,11.49
Punjab,2024-10-27,2024-10,33.8,0.0,1.83,-100.0,0,10,37826.0,90.2,20.0,122.5,11955.0,314927.0,6.11,5.14,6.5,62985339.0,2024,10,4,Post-Monsoon,6.83,20.98,11.25
Punjab,2024-11-26,2024-11,26.7,23.8,-5.26,-28.7,0,10,27535.0,83.9,21.7,93.8,12890.0,316460.0,6.85,5.36,12.3,63291923.0,2024,11,4,Post-Monsoon,6.695,23.31,12.21
Rajasthan,2024-01-01,2024-01,24.5,96.6,-7.54,189.9,0,0,18174.0,32.2,9.2,95.8,5158.0,300000.0,5.63,6.35,10.6,60000000.0,2024,1,1,Winter,17.035,15.979999999999999,11.98
Rajasthan,2024-01-31,2024-01,28.0,52.2,-4.01,56.6,0,0,12079.0,43.1,7.9,75.3,5704.0,301460.0,6.28,6.37,8.5,60292053.0,2024,1,1,Winter,6.84,13.59,12.65
Rajasthan,2024-03-01,2024-03,30.7,22.5,-1.29,-32.4,0,10,14324.0,31.0,25.8,108.5,5763.0,302928.0,6.6,6.71,5.1,60585528.0,2024,3,1,Summer,2.91,32.7,13.309999999999999
