state,month,avg_temperature,total_rainfall_mm,temp_anomaly_deg,rainfall_anomaly_pct,heatwave_days,drought_severity,crop_production_1000t,irrigation_coverage_pct,crop_failure_rate_pct,fertilizer_consumption_kg_per_ha,land_under_cultivation_1000ha,gdp_estimate_crores,unemployment_rate_pct,inflation_rate_pct,poverty_rate_pct,per_capita_income_inr,climate_stress,agri_stress,econ_stress,total_risk
Haryana,2025-03,32.36774193548387,397.9,1.5161290322580645,-69.1774193548387,0,7.193548387096774,29970.935483870966,49.096774193548384,7.535483870967742,112.56451612903226,5041.258064516129,310016.1935483871,6.1812903225806455,5.678387096774194,10.503225806451614,62031.32258064516,67.63321316922253,53.705474720727274,60.53791092740881,60.98467915179576
Himachal Pradesh,2025-03,14.964516129032257,1472.2,1.0993548387096774,-69.36451612903227,0,7.67741935483871,10798.032258064517,51.87096774193548,8.190322580645162,109.09354838709677,4946.064516129032,309436.9032258064,5.889032258064516,5.77483870967742,10.564516129032258,62396.06451612903,65.40548778901487,70.85738311636081,60.03519871062279,65.97107888398793
Jammu and Kashmir,2025-03,24.65806451612903,1042.0,0.67,-71.68064516129031,0,7.387096774193548,6311.774193548387,48.75806451612903,7.577419354838709,108.78387096774195,4909.290322580645,191499.0,7.4719354838709675,5.5680645161290325,10.861290322580645,59014.12903225807,61.75072758106227,72.72801217099753,65.56102171989929,66.54535072224886
Jharkhand,2025-03,26.60967741935484,915.0,0.8161290322580645,-70.23548387096774,0,7.741935483870968,11882.612903225807,49.55806451612903,7.758064516129032,111.65806451612903,4855.903225806452,206706.5806451613,8.587741935483871,5.620645161290323,10.17741935483871,57914.290322580644,63.44081951642397,68.84636173683501,68.42408777631545,66.5785763585407
Karnataka,2025-03,27.06451612903226,2251.8,1.0293548387096774,-70.86774193548388,0,7.290322580645161,19572.1935483871,50.3,7.587096774193548,106.00967741935484,5103.935483870968,515264.03225806454,4.615806451612904,5.820322580645161,10.364516129032259,60989.32258064516,64.25557306340558,61.802368846308305,56.44387571517075,61.44402725036282
Kerala,2025-03,28.883870967741935,2015.3,1.1487096774193548,-71.01612903225806,0,6.903225806451613,11410.129032258064,50.829032258064515,7.358064516129032,107.01290322580645,5002.064516129032,310199.32258064515,6.025161290322581,5.78,10.745161290322581,58415.67741935484,64.39505840013598,67.13136565574177,62.02275999395504,64.75969133805278
Ladakh,2025-03,23.903225806451612,2202.1,1.1390322580645162,-70.9258064516129,0,7.193548387096774,5390.0,51.093548387096774,7.674193548387097,109.00967741935484,4975.612903225807,146922.29032258064,6.241935483870968,5.700322580645161,10.87741935483871,60367.93548387097,64.92293351548132,73.17078357373487,61.95289128174447,67.06717047743585
Lakshadweep,2025-03,26.91290322580645,2285.5,0.8825806451612903,-67.93225806451613,0,7.258064516129032,5460.451612903225,50.55806451612903,7.883870967741935,109.25483870967743,5037.322580645161,116663.54838709677,8.014516129032257,5.6009677419354835,10.490322580645161,57048.77419354839,62.58964054433571,74.17093653026427,67.37149437794831,67.83855759781386
Madhya Pradesh,2025-03,27.509677419354837,1110.5,0.9348387096774193,-69.75806451612904,0,7.193548387096774,18772.064516129034,51.57419354838709,7.541935483870968,107.67096774193548,5255.451612903225,309616.5483870968,5.9470967741935485,5.766129032258065,10.94516129032258,63533.1935483871,63.13817737857457,61.861104206071076,60.4421455180581,62.01719380306923
Maharashtra,2025-03,27.43548387096774,1043.0,1.2948387096774194,-70.79677419354839,0,7.645161290322581,21080.709677419356,48.05806451612903,8.27741935483871,110.43548387096774,4956.032258064516,515667.7419354839,4.433548387096774,5.641935483870968,10.87741935483871,60622.709677419356,67.09263146109825,64.22762048306836,56.09022262222463,63.33927540906939
Manipur,2025-03,27.009677419354837,1120.3,0.5048387096774193,-69.84516129032258,0,7.709677419354839,10179.09677419355,49.7,7.622580645161291,108.92903225806452,4963.612903225807,309641.1612903226,5.936129032258065,5.702903225806451,10.04516129032258,59264.87096774193,60.85983121972093,69.57472747024772,60.01077765206466,63.697781515491236
Meghalaya,2025-03,23.845161290322583,2523.7,0.9370967741935484,-71.20967741935483,0,8.0,11045.548387096775,49.519354838709674,8.093548387096774,116.52258064516128,4964.5161290322585,309830.03225806454,6.323548387096774,6.075806451612903,10.806451612903226,61939.6129032258,65.08957343665264,70.95357126104933,63.173859961144366,66.66304430631442
Mizoram,2025-03,22.983870967741936,3001.8,1.1329032258064515,-71.10967741935484,0,6.903225806451613,11515.774193548386,50.58387096774193,7.670967741935483,104.63548387096773,5010.8387096774195,310488.1935483871,5.862903225806452,5.694193548387097,10.73225806451613,60147.74193548387,64.28449326881247,68.45731423693123,60.59805494310222,64.82337102622647
Nagaland,2025-03,26.92258064516129,1338.3,0.8809677419354839,-68.06129032258065,0,7.67741935483871,11408.709677419354,51.25806451612903,7.67741935483871,105.98709677419355,4927.225806451613,309746.8064516129,6.063870967741935,5.712903225806452,10.887096774193548,58287.12903225807,63.48852570140025,68.36741669928637,62.131630618293336,64.85691377988366
Odisha,2025-03,26.154838709677417,854.0,0.8135483870967741,-70.85483870967742,0,7.935483870967742,11136.645161290322,51.358064516129026,7.919354838709677,114.23225806451612,4909.4838709677415,206865.51612903227,8.604516129032259,5.71225806451613,10.774193548387096,61177.77419354839,63.925185390239236,69.58599340736129,68.81220487918104,67.1282230684674
Puducherry,2025-03,21.038709677419355,982.5,1.246451612903226,-69.81612903225808,0,7.193548387096774,3467.8709677419356,51.093548387096774,7.641935483870968,111.66451612903225,5049.612903225807,164516.64516129033,8.040322580645162,5.635483870967741,10.316129032258065,60612.54838709677,65.6032355896437,74.555677884193,66.18861183334086,68.88293445366024
Punjab,2025-03,32.35806451612903,340.7,0.8180645161290322,-68.96774193548387,0,7.258064516129032,27486.90322580645,51.44193548387097,7.683870967741935,107.68709677419355,4991.451612903225,309977.96774193546,5.902258064516129,5.8022580645161295,10.790322580645162,56919.41935483871,62.23640235196849,55.60328824018836,62.28529889576168,59.92703654879375
Rajasthan,2025-03,31.393548387096775,335.6,1.2383870967741937,-70.1516129032258,0,7.870967741935484,13361.387096774193,50.71935483870968,8.016129032258064,108.94193548387096,4898.4838709677415,309840.03225806454,6.120967741935484,5.7051612903225815,10.606451612903227,60322.354838709674,67.03130584991489,68.42847600083917,61.173193127448826,66.05578722212186
Sikkim,2025-03,14.180645161290323,1082.3,1.2999999999999998,-70.49032258064516,0,7.967741935483871,11951.225806451614,50.274193548387096,8.083870967741936,109.5,5004.322580645161,309941.29032258067,6.040322580645161,5.733870967741935,10.138709677419355,57018.903225806454,67.77369037921926,69.96835514480244,61.32058483983164,66.92854666232647
Tamil Nadu,2025-03,27.687096774193545,1999.2,0.8703225806451613,-70.96774193548387,0,8.193548387096774,9378.354838709678,49.08387096774193,8.345161290322581,104.8225806451613,5029.4838709677415,516067.77419354836,4.233548387096774,5.74483870967742,10.154838709677419,58512.06451612903,64.9387277929335,73.47928203674152,55.391693379169936,65.54116317482541
Telangana,2025-03,27.070967741935487,1014.2,0.952258064516129,-68.52903225806452,0,7.387096774193548,11466.0,50.251612903225805,7.812903225806451,113.85806451612903,5158.419354838709,308377.29032258067,6.182258064516129,5.8993548387096775,10.758064516129032,59796.709677419356,63.50293902750754,69.2024814295386,62.59305030937857,65.27030668868616
Tripura,2025-03,23.91290322580645,2802.9,1.3096774193548388,-69.80645161290323,0,7.258064516129032,10281.90322580645,49.66129032258065,7.622580645161291,109.16451612903225,5104.935483870968,310205.3870967742,6.271935483870968,5.9070967741935485,10.7,61881.48387096774,66.23744189393571,69.50490112795138,62.148792893717555,66.35889037578666
Uttar Pradesh,2025-03,27.161290322580644,1275.0,0.8693548387096774,-69.19677419354838,0,7.387096774193548,25845.1935483871,52.403225806451616,7.854838709677419,111.06129032258065,5077.903225806452,206020.4516129032,8.564838709677419,5.686451612903226,10.551612903225807,62587.25806451613,62.94959972450921,57.345426815991075,67.77351137789351,62.19411711987394
Uttarakhand,2025-03,13.551612903225807,1192.7,1.0083870967741935,-71.62258064516129,0,7.161290322580645,11182.064516129032,49.76451612903226,7.461290322580646,111.71935483870968,4935.225806451613,310588.70967741933,6.269354838709678,5.85741935483871,10.451612903225806,59645.6129032258,63.92897989934196,68.0721556239942,62.22831929080336,64.9539262508356
West Bengal,2025-03,26.693548387096776,1002.9,1.414516129032258,-71.34193548387097,0,7.935483870967742,10389.967741935483,50.28064516129032,7.938709677419355,110.85483870967742,4996.967741935484,309605.0,6.064516129032258,5.793870967741935,10.929032258064517,60028.74193548387,68.73549350697854,70.58335245694234,61.99526111546233,67.69718604158682
Andaman and Nicobar Islands,2025-04,31.790000000000003,1911.4,1.1676666666666666,-71.54333333333334,0,7.5,6434.5,48.809999999999995,7.66,106.92333333333333,5144.4,167704.86666666667,7.1370000000000005,5.968666666666667,10.503333333333334,57643.066666666666,65.89330347913278,72.96783002725444,66.0685550770769,68.41320067046139
Andhra Pradesh,2025-04,29.163333333333334,969.5,1.6340000000000001,-68.64,0,7.366666666666666,10736.933333333332,49.14666666666667,7.713333333333334,105.60666666666665,5010.5,309702.43333333335,6.03,5.788666666666667,10.360000000000001,62162.46666666667,68.85007756333265,69.68634266892819,60.263396922259474,66.99610019002279
Arunachal Pradesh,2025-04,28.63,1002.3,1.457,-68.28,0,7.466666666666667,11804.333333333334,50.473333333333336,7.786666666666666,105.46000000000001,4997.733333333334,309703.13333333336,6.022333333333333,5.696666666666667,9.926666666666668,61122.933333333334,67.61360704002001,68.75592149671874,59.46931451672356,65.97734396904045
Assam,2025-04,25.94333333333333,2320.2,0.6813333333333332,-70.27,0,7.566666666666666,10242.8,49.06333333333334,7.716666666666667,115.06666666666666,5158.666666666667,309027.36666666664,5.938,5.633666666666667,10.683333333333334,60424.46666666667,62.010531583667856,70.11700898902674,60.40563287893914,64.44657399936129
Bihar,2025-04,29.163333333333334,1112.3,1.393,-70.06666666666666,0,7.433333333333334,12157.5,49.25333333333333,7.983333333333333,106.37666666666668,5077.0,205465.23333333334,8.511,5.602666666666666,10.656666666666666,59103.566666666666,67.30619276737613,69.68191794068098,68.52444709071598,68.44226015886778
Chandigarh,2025-04,22.396666666666665,1796.9,1.4289999999999998,-68.12666666666667,0,7.4,4095.9,49.376666666666665,7.87,112.8,5003.7,138049.43333333332,8.343333333333332,5.870333333333334,10.26,60093.566666666666,67.22804769290143,75.5470715929061,68.17725068119069,70.37700680497537
Chhattisgarh,2025-04,29.220000000000002,1080.9,1.5923333333333334,-70.07666666666667,0,7.5,11127.4,50.876666666666665,7.533333333333333,108.73333333333333,5049.866666666667,310242.0333333333,6.242666666666667,5.759333333333333,10.22,61335.666666666664,69.0208200073579,68.08943522321886,60.82170645436734,66.64505694466159
Dadra and Nagar Haveli and Daman and Diu,2025-04,23.326666666666664,1474.7,1.2226666666666666,-70.87333333333332,0,7.733333333333333,6023.866666666667,49.556666666666665,7.78,107.20666666666666,5176.466666666666,244267.46666666667,6.956333333333333,5.715999999999999,10.889999999999999,58416.666666666664,66.72280543883505,73.58151436955228,64.84096666132356,68.6528938702082
Delhi,2025-04,23.383333333333333,1823.6000000000001,1.1640000000000001,-70.08333333333333,0,7.933333333333334,4015.266666666667,50.233333333333334,7.95,110.33,5263.166666666667,160891.6,6.184,5.72,10.386666666666667,60604.4,66.56738609080274,75.6955439584716,60.97970411039848,68.36532084938578
Goa,2025-04,29.66,2408.1,0.9846666666666667,-69.83333333333333,0,7.8,11352.833333333334,50.2,7.790000000000001,106.92,5067.9,309482.5,6.075333333333333,5.854666666666668,10.726666666666667,59889.1,64.8325687188236,69.20981535948324,61.99685343122983,65.65567622115603
Gujarat,2025-04,34.526666666666664,346.0,1.062,-70.80333333333333,0,7.566666666666666,13836.566666666668,52.093333333333334,7.723333333333333,106.97,5049.3,515210.5,4.549666666666667,5.887,10.47,58269.9,65.09120966469854,66.38963423470048,57.55127046204042,63.66067346353469
Haryana,2025-04,34.9,368.2,0.37866666666666665,-70.53,0,7.3,30821.3,49.38333333333333,7.716666666666667,107.11333333333333,5043.766666666666,310423.2,6.168,5.658666666666666,10.753333333333334,59825.333333333336,59.09632759068432,53.71952705199756,61.518452822177075,57.81997871001714
Himachal Pradesh,2025-04,17.56,1423.8,0.9480000000000001,-69.36999999999999,0,7.766666666666667,10662.7,49.230000000000004,7.89,106.74333333333334,4829.533333333334,309932.36666666664,5.963666666666667,5.810333333333333,10.486666666666668,59299.1,64.4031146936793,70.47450920876247,61.260567202352554,65.74246590112672
Jammu and Kashmir,2025-04,27.196666666666665,1120.5,1.3090000000000002,-68.52666666666667,0,6.866666666666666,6176.9,50.31666666666667,7.7,106.99333333333334,5045.866666666667,190337.1,7.451333333333333,5.868666666666667,10.806666666666667,61505.666666666664,65.20737288204877,72.8906895588503,65.89075051585337,68.06737812738045
Jharkhand,2025-04,28.96333333333333,910.6999999999999,1.006,-69.39333333333335,0,7.733333333333333,11336.233333333334,51.026666666666664,7.963333333333334,110.82,5002.233333333334,206364.6,8.646333333333333,5.626666666666667,10.816666666666666,57458.4,64.79288884280183,69.7150937878111,69.82001055583471,67.77244100181329
Karnataka,2025-04,29.82,2182.3,0.9323333333333333,-70.82666666666667,0,7.7,19316.933333333334,48.65,7.826666666666667,116.36333333333333,4934.6,516558.86666666664,4.647666666666667,5.706666666666666,10.693333333333333,61990.566666666666,64.35627521433491,63.522532834952415,56.28622257275784,62.04695222115678
Kerala,2025-04,31.406666666666663,2056.0,1.339,-69.45666666666666,0,7.833333333333333,11685.633333333333,50.019999999999996,7.873333333333333,110.50333333333333,5188.333333333333,310043.36666666664,6.113666666666666,5.979,10.273333333333333,61206.73333333333,67.640091230152,69.35601526810736,61.4803668093565,66.7007335382375
Ladakh,2025-04,26.42,2042.3,1.3316666666666668,-72.13333333333334,0,7.766666666666667,5614.933333333333,50.28666666666666,7.766666666666667,110.79666666666667,5045.733333333334,146800.96666666667,6.153333333333333,5.912333333333334,10.613333333333333,60928.333333333336,67.84194085065505,73.62952237817585,61.9657588192725,68.39854887744168
Lakshadweep,2025-04,28.576666666666664,2141.3,0.89,-68.96000000000001,0,7.1,5573.3,48.519999999999996,7.586666666666667,110.87333333333332,5020.0,116080.86666666667,7.9896666666666665,5.820666666666667,10.173333333333334,60453.96666666667,62.46597884242911,73.42390763334315,66.62971957473437,67.34218910232534
Madhya Pradesh,2025-04,29.826666666666664,1036.4,0.7183333333333334,-70.83,0,7.766666666666667,18854.133333333335,50.47666666666667,8.16,110.21000000000001,5192.233333333334,310091.4666666667,5.968666666666667,5.544333333333333,10.883333333333333,60708.5,62.81172310188408,64.76446902434984,60.361466585553636,62.88262004566449
Maharashtra,2025-04,29.776666666666664,1036.6,0.9576666666666667,-70.00666666666666,0,7.9,21806.2,49.56333333333334,8.0,106.78,5022.666666666667,516162.1,4.490666666666667,5.742,10.153333333333334,59630.36666666667,64.85850199276473,62.01676180859358,55.812410336835256,61.60237001432246
Manipur,2025-04,29.223333333333336,1109.4,1.0863333333333334,-69.14,0,7.433333333333334,10063.466666666667,49.980000000000004,7.613333333333333,109.98666666666666,4909.433333333333,309367.0333333333,5.799333333333333,5.574666666666667,9.93,60740.7,64.74983389299064,69.54283934710885,58.39831020326449,64.83950487950048
Meghalaya,2025-04,26.946666666666665,2532.4,0.8293333333333333,-70.15333333333334,0,7.833333333333333,10888.366666666667,49.13666666666666,7.846666666666667,110.79666666666667,5193.266666666666,309600.0,6.3149999999999995,5.752666666666667,10.553333333333335,59211.1,63.72704588348307,70.13871277195932,62.23016001030599,65.59690782615549
Mizoram,2025-04,25.93,3048.3,0.6806666666666666,-69.68666666666667,0,6.9,11175.766666666666,49.45,7.556666666666667,113.19,4976.2,309871.0,5.864,5.842666666666667,10.120000000000001,58959.13333333333,60.49933673936801,68.57875373425186,60.597765933228224,63.35173998604242
Nagaland,2025-04,29.433333333333334,1226.0,1.0756666666666668,-69.76,0,8.4,11266.066666666668,50.413333333333334,8.136666666666667,104.39333333333335,5033.0,309830.76666666666,6.059333333333333,5.399333333333333,11.046666666666665,58616.433333333334,66.81548943383841,70.69480563203872,60.95431362824281,66.70795615180963
Odisha,2025-04,28.596666666666668,826.4,1.005,-70.86333333333333,0,7.433333333333334,10822.6,48.17666666666666,7.886666666666667,111.08333333333333,5078.333333333333,206212.6,8.488000000000001,5.912999999999999,10.196666666666665,57927.566666666666,64.36720827847971,70.64960944823272,69.37797723532395,67.81874092710433
Puducherry,2025-04,23.763333333333332,936.6,0.4166666666666667,-70.26333333333334,0,6.9,3593.0333333333333,50.80333333333333,7.506666666666666,109.63666666666667,4914.233333333334,164588.8,8.049666666666667,5.548,10.456666666666667,59665.36666666667,58.50480605620137,73.96599955205606,66.37708160961645,65.88429266810428
Punjab,2025-04,34.28,311.8,0.925,-70.62666666666668,0,6.833333333333333,26915.8,49.43,7.513333333333334,109.1,5069.966666666666,309508.3333333333,5.911333333333333,5.889333333333334,10.366666666666667,58710.7,62.424497175263504,55.93108349804088,61.42178254014732,59.90112372945654
Rajasthan,2025-04,33.32,355.2,1.3553333333333333,-67.4,0,7.933333333333334,13022.566666666668,48.67666666666666,7.680000000000001,109.3,5055.7,310204.9,6.018,5.943666666666667,10.536666666666667,61478.8,67.67310782329977,67.87442102248599,61.384528531396114,66.17142262003904
Sikkim,2025-04,16.856666666666666,1120.2,0.8586666666666667,-68.42,0,7.5,11981.966666666667,49.18,7.613333333333333,109.68333333333334,5038.1,310682.1666666667,5.962000000000001,5.633333333333334,10.56,60946.46666666667,62.98905165679001,68.26307876707676,60.111253675810374,64.11551165014546
Tamil Nadu,2025-04,30.27,1914.6,0.997,-71.26,0,7.833333333333333,9088.0,50.57333333333334,7.916666666666667,110.75,5066.1,515088.9666666667,4.211,5.782,10.32,59028.86666666667,65.2147105724134,71.4327908225285,55.58724375350964,64.98417195522775
Telangana,2025-04,29.040000000000003,935.5,0.30833333333333335,-70.01666666666667,0,7.8,11039.5,51.43333333333333,8.106666666666666,114.85,5088.066666666667,310168.5,6.139666666666667,5.527333333333333,10.93,59644.23333333333,59.52874137520604,70.44018370047056,61.22486046757823,63.77177596214167
Tripura,2025-04,26.69333333333333,2850.1,1.331,-68.27666666666667,0,7.9,10206.8,49.85666666666667,7.846666666666667,107.13666666666667,5167.933333333333,309909.0333333333,6.114,5.753,10.516666666666667,62990.5,67.54187366592967,70.46262319815888,60.36638122015122,66.77026289076528
Uttar Pradesh,2025-04,30.253333333333334,1224.5,1.552,-69.43,0,7.833333333333333,25511.7,49.53333333333333,7.973333333333333,112.14333333333335,5072.233333333334,206444.1,8.571333333333333,5.625333333333333,9.946666666666665,61096.23333333333,69.31510462225236,58.97654386752371,67.01377948995739,65.12127707502358
Uttarakhand,2025-04,16.220000000000002,1207.3,1.7806666666666666,-70.32666666666667,0,8.0,11292.166666666666,49.17333333333333,7.946666666666667,111.69,4860.366666666667,309829.26666666666,6.343333333333334,5.691999999999999,10.32,58557.7,71.60672345114389,70.23483546815898,61.884549336964994,68.69601912855444
West Bengal,2025-04,29.513333333333332,998.8,0.9626666666666668,-70.52,0,7.733333333333333,10353.033333333333,48.03666666666666,7.776666666666667,108.32666666666667,4993.266666666666,309225.76666666666,6.0280000000000005,5.866333333333333,10.389999999999999,60751.6,64.62030552359516,70.59388480571691,61.077831060183605,65.82543965648489
Andaman and Nicobar Islands,2025-05,33.774193548387096,2071.5,0.8087096774193548,-70.1516129032258,0,7.483870967741935,6526.709677419355,48.29677419354839,7.980645161290322,109.25483870967743,4978.4838709677415,167538.38709677418,7.131612903225807,5.556451612903226,10.793548387096775,59782.903225806454,62.820680943793846,74.41789887877074,64.11715328580479,67.2038253065385
Andhra Pradesh,2025-05,31.845161290322583,1010.9,1.3241935483870966,-68.36129032258064,0,7.161290322580645,10331.483870967742,50.92580645161291,7.783870967741936,107.17096774193548,5049.903225806452,310202.87096774194,6.034193548387097,5.735483870967743,10.783870967741937,58962.67741935484,65.92919133485044,69.77497567766329,61.75408653825194,66.23143965568532
Arunachal Pradesh,2025-05,30.845161290322583,947.9,0.824516129032258,-70.98387096774194,0,7.161290322580645,11562.677419354839,51.041935483870965,7.761290322580645,111.69999999999999,4988.096774193548,308882.03225806454,6.128387096774193,5.645806451612904,10.5,61173.354838709674,62.38377524464379,68.66841491426084,60.50345539512905,64.11331916663107
Assam,2025-05,28.567741935483873,2440.2,1.1651612903225805,-69.74516129032257,0,7.548387096774194,10400.838709677419,50.122580645161285,7.716129032258064,109.44516129032257,5092.193548387097,310350.8387096774,5.929354838709678,5.945806451612903,10.438709677419356,60399.645161290326,65.70677983239484,69.67174703365437,61.30132145290061,65.99315375796212
Bihar,2025-05,31.032258064516128,1170.0,1.0887096774193548,-69.54193548387097,0,7.354838709677419,12768.0,50.10322580645161,7.609677419354839,108.46451612903226,5145.0,207273.38709677418,8.57,5.687741935483871,10.399999999999999,59553.77419354839,64.66184636647813,67.34783554408634,68.50118579238233,66.56177743511705
Chandigarh,2025-05,24.419354838709676,1768.3999999999999,1.1970967741935483,-69.64193548387097,0,7.290322580645161,3968.8387096774195,49.751612903225805,7.432258064516129,109.50322580645161,4985.419354838709,137741.8064516129,8.452580645161289,5.690967741935483,10.787096774193548,60524.93548387097,65.39396010549581,73.66609469546457,68.4839931908319,69.06171548331889
Chhattisgarh,2025-05,30.95483870967742,1103.2,0.9464516129032258,-70.43225806451613,0,7.548387096774194,10893.548387096775,49.8,7.616129032258065,117.67096774193548,5096.8387096774195,310797.1935483871,6.199677419354838,5.456774193548387,10.69032258064516,61479.77419354839,64.08582332801193,68.95121866790211,60.14065394156587,64.80241935036197
Dadra and Nagar Haveli and Daman and Diu,2025-05,24.561290322580643,1561.0,1.0790322580645162,-70.16129032258064,0,7.290322580645161,6122.0,49.99677419354839,7.877419354838709,109.35161290322581,5025.032258064516,245543.16129032258,6.965483870967742,5.7703225806451615,10.519354838709678,61923.83870967742,64.54119711668963,73.78772268872055,63.38640335107693,67.48878262549728
Delhi,2025-05,25.822580645161292,1883.2,1.392258064516129,-70.1032258064516,0,6.774193548387097,3954.3548387096776,50.13225806451613,7.16774193548387,113.06451612903226,4988.032258064516,160404.38709677418,6.057096774193549,5.942903225806451,10.751612903225807,60582.16129032258,65.90340311510052,72.43389811851179,62.13553639111788,67.2471096852988
Goa,2025-05,31.406451612903226,2535.0,1.5306451612903227,-69.2741935483871,0,7.161290322580645,11208.677419354839,51.10322580645161,7.283870967741936,113.42903225806452,5049.967741935484,309766.0967741936,6.070322580645161,5.5441935483870965,10.148387096774194,60875.54838709677,67.69352129236101,66.89188526330064,59.41501476180711,65.3433220495514
Gujarat,2025-05,36.89354838709678,364.1,0.7425806451612903,-70.26451612903226,29,7.161290322580645,13728.322580645161,49.829032258064515,8.035483870967742,111.29032258064517,4876.870967741936,514821.87096774194,4.4558064516129035,5.917096774193548,10.503225806451614,60142.93548387097,71.2966665037783,68.48754548037863,56.855570665214174,66.70320018594738
Haryana,2025-05,36.690322580645166,391.6,0.6651612903225805,-69.65806451612903,14,7.709677419354839,30173.1935483871,49.877419354838715,8.225806451612904,109.58709677419355,4897.903225806452,309952.3870967742,6.135483870967741,5.755483870967741,10.803225806451612,58768.54838709677,66.76220689119432,56.25871865536489,62.241294751242904,61.95575797366617
Himachal Pradesh,2025-05,19.370967741935484,1559.1,0.6912903225806452,-67.54516129032258,0,7.225806451612903,11179.193548387097,49.4483870967742,7.496774193548387,112.16774193548386,4956.1612903225805,310088.51612903224,5.845806451612903,5.5764516129032256,10.45483870967742,60398.645161290326,60.955059156403436,68.32078375341754,59.51594268900948,63.17328364850988
Jammu and Kashmir,2025-05,29.85483870967742,1075.9,1.0558064516129033,-70.75806451612904,0,7.870967741935484,6173.5161290322585,49.88387096774194,8.219354838709679,110.41290322580645,5113.870967741936,190564.64516129033,7.408064516129032,5.72516129032258,10.5,60564.54838709677,65.68304660422535,75.24083969260545,64.94725731378365,68.84432686254796
Jharkhand,2025-05,31.01290322580645,893.2,0.9290322580645162,-70.95483870967742,0,7.129032258064516,11627.645161290322,47.906451612903226,7.335483870967742,116.03548387096774,5080.0,207147.4193548387,8.60483870967742,5.760967741935484,10.674193548387096,62130.93548387097,63.13465467839261,67.73941335605724,68.5545028169684,66.10128225021919
Karnataka,2025-05,31.712903225806453,2286.6,1.0512903225806451,-70.40645161290323,0,7.709677419354839,19172.90322580645,50.012903225806454,7.761290322580645,105.8258064516129,5070.548387096775,515992.4516129032,4.5929032258064515,5.722903225806451,10.193548387096774,61233.3870967742,65.25153451552285,62.9486016905657,55.60623546436477,62.03418326399833
Kerala,2025-05,33.45161290322581,2039.7,1.090967741935484,-70.66774193548386,0,7.903225806451613,11748.806451612903,49.49677419354839,7.800000000000001,107.62258064516129,5040.032258064516,310743.3870967742,6.038387096774193,5.6164516129032265,10.735483870967743,58237.93548387097,66.01529801824188,69.14980842619013,61.414202987996845,65.96210290346252
Ladakh,2025-05,28.43548387096774,2216.7000000000003,0.877741935483871,-70.7258064516129,0,7.483870967741935,5194.225806451613,51.04516129032258,7.851612903225806,114.91290322580646,5093.354838709677,146903.35483870967,6.223870967741935,5.8432258064516125,10.461290322580645,58263.77419354839,63.45097000317515,74.09796011082106,62.48011260007048,66.93470219007506
Lakshadweep,2025-05,31.048387096774192,2116.3,0.9793548387096774,-70.30967741935484,0,7.129032258064516,5567.677419354839,51.73225806451613,8.087096774193547,111.31935483870969,5090.806451612903,116549.54838709677,7.951935483870967,5.966129032258064,10.006451612903225,59497.903225806454,63.43455788779388,74.60150697540644,67.15459358064578,68.27299899167124
Madhya Pradesh,2025-05,31.683870967741935,1095.4,0.8493548387096773,-70.17096774193548,0,7.483870967741935,19158.032258064515,50.196774193548386,7.94516129032258,113.11290322580645,5008.677419354839,310939.5806451613,5.884838709677419,5.5525806451612905,10.86774193548387,63166.6129032258,63.1439774565981,63.690344565549154,59.34023088353513,62.384269301465224
Maharashtra,2025-05,31.738709677419354,1046.6,0.962258064516129,-70.70322580645161,0,7.806451612903226,21015.548387096773,51.36129032258064,8.36774193548387,113.57741935483871,4752.225806451613,515500.12903225806,4.531935483870968,5.554193548387097,10.380645161290323,63263.1935483871,64.80013931726269,63.67394589502821,54.37636007912182,61.8000268099454
Manipur,2025-05,31.822580645161292,1111.4,1.0970967741935482,-70.08387096774193,0,7.419354838709677,10111.838709677419,48.538709677419355,7.564516129032258,105.55483870967741,4892.0,310040.32258064515,5.904516129032258,5.60258064516129,10.583870967741936,58738.06451612903,64.94651794919349,69.72845988790598,60.53999031319394,65.51856571874298
Meghalaya,2025-05,28.887096774193548,2662.9,0.9593548387096774,-69.61935483870967,0,7.580645161290323,11025.806451612903,50.512903225806454,7.674193548387097,111.08709677419354,5095.451612903225,309616.6451612903,6.220645161290323,5.669354838709677,10.14516129032258,61206.12903225807,64.13423417856498,68.88051192438839,60.29327115476641,64.83519063365353
Mizoram,2025-05,27.287096774193547,3160.8,0.5870967741935483,-69.58387096774193,0,7.225806451612903,11793.161290322581,50.62580645161291,7.912903225806452,112.30967741935484,4935.548387096775,309880.2580645161,5.8835483870967735,5.838709677419355,11.119354838709677,60783.8064516129,60.43953995960135,69.25805624619595,61.70438880628133,63.842232871579455
Nagaland,2025-05,32.24193548387097,1247.9,1.211290322580645,-70.21612903225805,0,7.580645161290323,11418.774193548386,51.39032258064516,7.377419354838709,113.3967741935484,4965.258064516129,309849.32258064515,6.018064516129033,5.798387096774194,10.754838709677419,62635.8064516129,66.20968012621057,67.03877482879881,60.765911330763196,65.13892107325461
Odisha,2025-05,31.296774193548387,874.0,0.8158064516129032,-70.18387096774192,0,7.193548387096774,11384.645161290322,50.46451612903226,7.751612903225807,111.97096774193548,4931.645161290323,206451.51612903227,8.51741935483871,5.828387096774194,10.709677419354838,61068.354838709674,62.263753720108674,68.9413485905464,68.96359376656915,66.275871936377
